Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
3.46736850452528e+03	(4.53335006699265e+01dB,-1.00550641394419e+02°)
3.54813389233572e+03	(4.51137961573718e+01dB,-1.00768690485992e+02°)
3.63078054770097e+03	(4.48933079416396e+01dB,-1.00989267349622e+02°)
3.71535229097168e+03	(4.46720111543846e+01dB,-1.01212300414935e+02°)
3.80189396320557e+03	(4.44498806701798e+01dB,-1.01437709930609e+02°)
3.89045144994276e+03	(4.42268911524608e+01dB,-1.01665407629038e+02°)
3.98107170553493e+03	(4.40030171056229e+01dB,-1.01895296370437e+02°)
4.07380277804108e+03	(4.37782329297477e+01dB,-1.02127269827457e+02°)
4.16869383470331e+03	(4.35525129820585e+01dB,-1.02361212149037e+02°)
4.26579518801588e+03	(4.33258316424477e+01dB,-1.02596997650625e+02°)
4.36515832240161e+03	(4.30981633837749e+01dB,-1.02834490522182e+02°)
4.46683592150958e+03	(4.28694828486808e+01dB,-1.03073544533355e+02°)
4.57088189614870e+03	(4.26397649294147e+01dB,-1.03314002788517e+02°)
4.67735141287193e+03	(4.24089848551754e+01dB,-1.03555697471993e+02°)
4.78630092322633e+03	(4.21771182818737e+01dB,-1.03798449655373e+02°)
4.89778819368441e+03	(4.19441413892779e+01dB,-1.04042069101740e+02°)
5.01187233627267e+03	(4.17100309814193e+01dB,-1.04286354124307e+02°)
5.12861383991359e+03	(4.14747645914180e+01dB,-1.04531091482704e+02°)
5.24807460249767e+03	(4.12383205921282e+01dB,-1.04776056301392e+02°)
5.37031796370247e+03	(4.10006783094063e+01dB,-1.05021012049870e+02°)
5.49540873857618e+03	(4.07618181388734e+01dB,-1.05265710569660e+02°)
5.62341325190343e+03	(4.05217216663990e+01dB,-1.05509892147627e+02°)
5.75439937337150e+03	(4.02803717920752e+01dB,-1.05753285632536e+02°)
5.88843655355582e+03	(4.00377528538646e+01dB,-1.05995608637295e+02°)
6.02559586074351e+03	(3.97938507556568e+01dB,-1.06236567768428e+02°)
6.16595001861475e+03	(3.95486530930130e+01dB,-1.06475858951276e+02°)
6.30957344480186e+03	(3.93021492825962e+01dB,-1.06713167782824e+02°)
6.45654229034648e+03	(3.90543306874811e+01dB,-1.06948169985385e+02°)
6.60693448007588e+03	(3.88051907421935e+01dB,-1.07180531915380e+02°)
6.76082975391974e+03	(3.85547250765002e+01dB,-1.07409911128286e+02°)
6.91830970918928e+03	(3.83029316337487e+01dB,-1.07635957035305e+02°)
7.07945784384129e+03	(3.80498107878790e+01dB,-1.07858311600441e+02°)
7.24435960074981e+03	(3.77953654493768e+01dB,-1.08076610157136e+02°)
7.41310241300908e+03	(3.75396011743914e+01dB,-1.08290482211142e+02°)
7.58577575029174e+03	(3.72825262561947e+01dB,-1.08499552398112e+02°)
7.76247116628682e+03	(3.70241518178354e+01dB,-1.08703441425111e+02°)
7.94328234724272e+03	(3.67644918882691e+01dB,-1.08901767131740e+02°)
8.12830516164089e+03	(3.65035634735384e+01dB,-1.09094145566631e+02°)
8.31763771102661e+03	(3.62413866163737e+01dB,-1.09280192120688e+02°)
8.51138038202366e+03	(3.59779844406038e+01dB,-1.09459522732775e+02°)
8.70963589956070e+03	(3.57133831887659e+01dB,-1.09631755092667e+02°)
8.91250938133734e+03	(3.54476122427719e+01dB,-1.09796509907370e+02°)
9.12010839355898e+03	(3.51807041321673e+01dB,-1.09953412183713e+02°)
9.33254300796979e+03	(3.49126945286476e+01dB,-1.10102092529579e+02°)
9.54992586021424e+03	(3.46436222255266e+01dB,-1.10242188468553e+02°)
9.77237220955798e+03	(3.43735291039479e+01dB,-1.10373345750413e+02°)
9.99999999999987e+03	(3.41024600823759e+01dB,-1.10495219667824e+02°)
1.02329299228074e+04	(3.38304630513217e+01dB,-1.10607476359513e+02°)
1.04712854805089e+04	(3.35575887959403e+01dB,-1.10709794074878e+02°)
1.07151930523759e+04	(3.32838908999609e+01dB,-1.10801864432566e+02°)
1.09647819614317e+04	(3.30094256384478e+01dB,-1.10883393625202e+02°)
1.12201845430195e+04	(3.27342518542123e+01dB,-1.10954103586171e+02°)
1.14815362149687e+04	(3.24584308233383e+01dB,-1.11013733094774e+02°)
1.17489755493951e+04	(3.21820261056982e+01dB,-1.11062038827215e+02°)
1.20226443461740e+04	(3.19051033849965e+01dB,-1.11098796333373e+02°)
1.23026877081237e+04	(3.16277302955816e+01dB,-1.11123800947706e+02°)
1.25892541179415e+04	(3.13499762418584e+01dB,-1.11136868604742e+02°)
1.28824955169312e+04	(3.10719122075248e+01dB,-1.11137836572002e+02°)
1.31825673855639e+04	(3.07936105541392e+01dB,-1.11126564102200e+02°)
1.34896288259164e+04	(3.05151448175977e+01dB,-1.11102932969058e+02°)
1.38038426460287e+04	(3.02365894943314e+01dB,-1.11066847919137e+02°)
1.41253754462274e+04	(2.99580198240870e+01dB,-1.11018237018597e+02°)
1.44543977074591e+04	(2.96795115741058e+01dB,-1.10957051875733e+02°)
1.47910838816819e+04	(2.94011408127954e+01dB,-1.10883267790629e+02°)
1.51356124843619e+04	(2.91229836944247e+01dB,-1.10796883751189e+02°)
1.54881661891246e+04	(2.88451162311047e+01dB,-1.10697922379160e+02°)
1.58489319246109e+04	(2.85676140806045e+01dB,-1.10586429710614e+02°)
1.62181009735891e+04	(2.82905523259892e+01dB,-1.10462474923536e+02°)
1.65958690743754e+04	(2.80140052711655e+01dB,-1.10326149915048e+02°)
1.69824365246172e+04	(2.77380462334113e+01dB,-1.10177568819587e+02°)
1.73780082874935e+04	(2.74627473469084e+01dB,-1.10016867415554e+02°)
1.77827941003890e+04	(2.71881793765467e+01dB,-1.09844202434718e+02°)
1.81970085860996e+04	(2.69144115395411e+01dB,-1.09659750794743e+02°)
1.86208713666284e+04	(2.66415113359939e+01dB,-1.09463708759580e+02°)
1.90546071796322e+04	(2.63695443966597e+01dB,-1.09256291004493e+02°)
1.94984459975802e+04	(2.60985743348708e+01dB,-1.09037729645098e+02°)
1.99526231496885e+04	(2.58286626202240e+01dB,-1.08808273182514e+02°)
2.04173794466950e+04	(2.55598684592741e+01dB,-1.08568185414242e+02°)
2.08929613085401e+04	(2.52922486961471e+01dB,-1.08317744292026e+02°)
2.13796208950220e+04	(2.50258577204024e+01dB,-1.08057240763222e+02°)
2.18776162394952e+04	(2.47607474012968e+01dB,-1.07786977557270e+02°)
2.23872113856831e+04	(2.44969670227519e+01dB,-1.07507267993377e+02°)
2.29086765276774e+04	(2.42345632487150e+01dB,-1.07218434744510e+02°)
2.34422881531989e+04	(2.39735800895186e+01dB,-1.06920808631784e+02°)
2.39883291901946e+04	(2.37140588936201e+01dB,-1.06614727407254e+02°)
2.45470891568500e+04	(2.34560383492948e+01dB,-1.06300534567770e+02°)
2.51188643150954e+04	(2.31995545005520e+01dB,-1.05978578185341e+02°)
2.57039578276883e+04	(2.29446407759834e+01dB,-1.05649209781609e+02°)
2.63026799189534e+04	(2.26913280362874e+01dB,-1.05312783224742e+02°)
2.69153480392688e+04	(2.24396446213176e+01dB,-1.04969653704231e+02°)
2.75422870333813e+04	(2.21896164272618e+01dB,-1.04620176713984e+02°)
2.81838293126441e+04	(2.19412669760748e+01dB,-1.04264707140682e+02°)
2.88403150312656e+04	(2.16946175043028e+01dB,-1.03903598389319e+02°)
2.95120922666634e+04	(2.14496870606174e+01dB,-1.03537201577260e+02°)
3.01995172040197e+04	(2.12064926058970e+01dB,-1.03165864814107e+02°)
3.09029543251354e+04	(2.09650491276081e+01dB,-1.02789932537394e+02°)
3.16227766016833e+04	(2.07253697479567e+01dB,-1.02409744948054e+02°)
3.23593656929623e+04	(2.04874658513179e+01dB,-1.02025637499998e+02°)
3.31131121482586e+04	(2.02513472027218e+01dB,-1.01637940487368e+02°)
3.38844156139197e+04	(2.00170220725301e+01dB,-1.01246978706814e+02°)
3.46736850452526e+04	(1.97844973666307e+01dB,-1.00853071195185e+02°)
3.54813389233570e+04	(1.95537787500814e+01dB,-1.00456531052978e+02°)
3.63078054770096e+04	(1.93248707720564e+01dB,-1.00057665342071e+02°)
3.71535229097167e+04	(1.90977769962058e+01dB,-9.96567750539185e+01°)
3.80189396320555e+04	(1.88725001123142e+01dB,-9.92541551663404e+01°)
3.89045144994275e+04	(1.86490420652339e+01dB,-9.88500947545241e+01°)
3.98107170553491e+04	(1.84274041594399e+01dB,-9.84448771803674e+01°)
4.07380277804107e+04	(1.82075871743180e+01dB,-9.80387803414583e+01°)
4.16869383470329e+04	(1.79895914608274e+01dB,-9.76320769883383e+01°)
4.26579518801586e+04	(1.77734170458857e+01dB,-9.72250350817936e+01°)
4.36515832240159e+04	(1.75590637119670e+01dB,-9.68179182257226e+01°)
4.46683592150956e+04	(1.73465310879291e+01dB,-9.64109861259118e+01°)
4.57088189614868e+04	(1.71358187187578e+01dB,-9.60044951141721e+01°)
4.67735141287191e+04	(1.69269261299617e+01dB,-9.55986986874728e+01°)
4.78630092322631e+04	(1.67198528860544e+01dB,-9.51938481028169e+01°)
4.89778819368439e+04	(1.65145986392061e+01dB,-9.47901929888834e+01°)
5.01187233627264e+04	(1.63111631645159e+01dB,-9.43879819878957e+01°)
5.12861383991357e+04	(1.61095463884693e+01dB,-9.39874634136962e+01°)
5.24807460249764e+04	(1.59097484105171e+01dB,-9.35888859246128e+01°)
5.37031796370244e+04	(1.57117695119475e+01dB,-9.31924992075085e+01°)
5.49540873857616e+04	(1.55156101490175e+01dB,-9.27985546646538e+01°)
5.62341325190340e+04	(1.53212709495140e+01dB,-9.24073060981920e+01°)
5.75439937337148e+04	(1.51287526863862e+01dB,-9.20190103932407e+01°)
5.88843655355580e+04	(1.49380562494007e+01dB,-9.16339281850618e+01°)
6.02559586074348e+04	(1.47491826042543e+01dB,-9.12523245125623e+01°)
6.16595001861472e+04	(1.45621327415226e+01dB,-9.08744694516313e+01°)
6.30957344480183e+04	(1.43769076186972e+01dB,-9.05006387152437e+01°)
6.45654229034645e+04	(1.41935080893727e+01dB,-9.01311142386510e+01°)
6.60693448007586e+04	(1.40119348274528e+01dB,-8.97661847082735e+01°)
6.76082975391971e+04	(1.38321882446267e+01dB,-8.94061460646268e+01°)
6.91830970918925e+04	(1.36542683906205e+01dB,-8.90513019567981e+01°)
7.07945784384127e+04	(1.34781748574593e+01dB,-8.87019641411225e+01°)
7.24435960074979e+04	(1.33039066706935e+01dB,-8.83584528359723e+01°)
7.41310241300906e+04	(1.31314621748830e+01dB,-8.80210970105510e+01°)
7.58577575029172e+04	(1.29608389135650e+01dB,-8.76902346142920e+01°)
7.76247116628679e+04	(1.27920335060325e+01dB,-8.73662127448320e+01°)
7.94328234724269e+04	(1.26250415205383e+01dB,-8.70493877396968e+01°)
8.12830516164086e+04	(1.24598573408117e+01dB,-8.67401252020105e+01°)
8.31763771102658e+04	(1.22964740298666e+01dB,-8.64387999531857e+01°)
8.51138038202363e+04	(1.21348832008644e+01dB,-8.61457959040013e+01°)
8.70963589956067e+04	(1.19750748734636e+01dB,-8.58615058544705e+01°)
8.91250938133731e+04	(1.18170373452812e+01dB,-8.55863312130021e+01°)
9.12010839355895e+04	(1.16607570522349e+01dB,-8.53206816288750e+01°)
9.33254300796976e+04	(1.15062184401704e+01dB,-8.50649745585756e+01°)
9.54992586021420e+04	(1.13534038351365e+01dB,-8.48196347486100e+01°)
9.77237220955795e+04	(1.12022933217401e+01dB,-8.45850936417111e+01°)
9.99999999999984e+04	(1.10528646208115e+01dB,-8.43617886888189e+01°)
1.02329299228074e+05	(1.09050929854394e+01dB,-8.41501626359598e+01°)
1.04712854805088e+05	(1.07589510882788e+01dB,-8.39506626832540e+01°)
1.07151930523759e+05	(1.06144089342702e+01dB,-8.37637396234814e+01°)
1.09647819614317e+05	(1.04714337704607e+01dB,-8.35898468978080e+01°)
1.12201845430195e+05	(1.03299900115648e+01dB,-8.34294395881601e+01°)
1.14815362149686e+05	(1.01900391760470e+01dB,-8.32829733916831e+01°)
1.17489755493951e+05	(1.00515398362753e+01dB,-8.31509035136629e+01°)
1.20226443461739e+05	(9.91444757374159e+00dB,-8.30336835440175e+01°)
1.23026877081236e+05	(9.77871495553072e+00dB,-8.29317642874690e+01°)
1.25892541179415e+05	(9.64429152291309e+00dB,-8.28455925925060e+01°)
1.28824955169311e+05	(9.51112378845825e+00dB,-8.27756101340633e+01°)
1.31825673855639e+05	(9.37915525234154e+00dB,-8.27222522214684e+01°)
1.34896288259163e+05	(9.24832643198091e+00dB,-8.26859465659765e+01°)
1.38038426460286e+05	(9.11857490534317e+00dB,-8.26671121011454e+01°)
1.41253754462273e+05	(8.98983536979162e+00dB,-8.26661577812839e+01°)
1.44543977074590e+05	(8.86203970896428e+00dB,-8.26834814132424e+01°)
1.47910838816818e+05	(8.73511708563106e+00dB,-8.27194685392826e+01°)
1.51356124843618e+05	(8.60899403264586e+00dB,-8.27744913279423e+01°)
1.54881661891246e+05	(8.48359457092446e+00dB,-8.28489075391217e+01°)
1.58489319246109e+05	(8.35884032958902e+00dB,-8.29430595237814e+01°)
1.62181009735890e+05	(8.23465068275530e+00dB,-8.30572732907488e+01°)
1.65958690743753e+05	(8.11094289253208e+00dB,-8.31918576373587e+01°)
1.69824365246172e+05	(7.98763226891393e+00dB,-8.33471033601227e+01°)
1.73780082874935e+05	(7.86463233181181e+00dB,-8.35232825321798e+01°)
1.77827941003889e+05	(7.74185498387186e+00dB,-8.37206478671933e+01°)
1.81970085860995e+05	(7.61921068983035e+00dB,-8.39394321775707e+01°)
1.86208713666284e+05	(7.49660866152596e+00dB,-8.41798478998494e+01°)
1.90546071796322e+05	(7.37395704820459e+00dB,-8.44420867353277e+01°)
1.94984459975801e+05	(7.25116312956145e+00dB,-8.47263193808760e+01°)
1.99526231496885e+05	(7.12813350871910e+00dB,-8.50326953441098e+01°)
2.04173794466949e+05	(7.00477431260556e+00dB,-8.53613428673414e+01°)
2.08929613085400e+05	(6.88099138247888e+00dB,-8.57123689332247e+01°)
2.13796208950220e+05	(6.75669047452803e+00dB,-8.60858594007207e+01°)
2.18776162394952e+05	(6.63177744591307e+00dB,-8.64818791914491e+01°)
2.23872113856830e+05	(6.50615844783317e+00dB,-8.69004726056514e+01°)
2.29086765276773e+05	(6.37974010362102e+00dB,-8.73416637080025e+01°)
2.34422881531988e+05	(6.25242968992725e+00dB,-8.78054568080829e+01°)
2.39883291901945e+05	(6.12413530199501e+00dB,-8.82918370360837e+01°)
2.45470891568499e+05	(5.99476601765713e+00dB,-8.88007709671135e+01°)
2.51188643150954e+05	(5.86423204881387e+00dB,-8.93322073649524e+01°)
2.57039578276882e+05	(5.73244488113221e+00dB,-8.98860779446356e+01°)
2.63026799189534e+05	(5.59931740680064e+00dB,-9.04622982439840e+01°)
2.69153480392687e+05	(5.46476404232901e+00dB,-9.10607685096584e+01°)
2.75422870333812e+05	(5.32870083379223e+00dB,-9.16813746771649e+01°)
2.81838293126440e+05	(5.19104555201441e+00dB,-9.23239893355340e+01°)
2.88403150312656e+05	(5.05171777087875e+00dB,-9.29884727958148e+01°)
2.95120922666633e+05	(4.91063893254052e+00dB,-9.36746741229251e+01°)
3.01995172040196e+05	(4.76773240228970e+00dB,-9.43824322116832e+01°)
3.09029543251354e+05	(4.62292350049627e+00dB,-9.51115768778867e+01°)
3.16227766016832e+05	(4.47613953065941e+00dB,-9.58619299461696e+01°)
3.23593656929623e+05	(4.32730978645841e+00dB,-9.66333063174317e+01°)
3.31131121482585e+05	(4.17636554588913e+00dB,-9.74255150381126e+01°)
3.38844156139197e+05	(4.02324005403352e+00dB,-9.82383603372283e+01°)
3.46736850452526e+05	(3.86786848996727e+00dB,-9.90716426255033e+01°)
3.54813389233569e+05	(3.71018792362970e+00dB,-9.99251594785805e+01°)
3.63078054770095e+05	(3.55013725722858e+00dB,-1.00798706541030e+02°)
3.71535229097166e+05	(3.38765716007051e+00dB,-1.01692078405410e+02°)
3.80189396320555e+05	(3.22268998837214e+00dB,-1.02605069409499e+02°)
3.89045144994274e+05	(3.05517969880354e+00dB,-1.03537474397578e+02°)
3.98107170553490e+05	(2.88507175333422e+00dB,-1.04489089377923e+02°)
4.07380277804106e+05	(2.71231301345719e+00dB,-1.05459712137518e+02°)
4.16869383470328e+05	(2.53685163365737e+00dB,-1.06449142764767e+02°)
4.26579518801585e+05	(2.35863694373244e+00dB,-1.07457184068418e+02°)
4.36515832240158e+05	(2.17761933254156e+00dB,-1.08483641979620e+02°)
4.46683592150955e+05	(1.99375012486297e+00dB,-1.09528325789375e+02°)
4.57088189614867e+05	(1.80698145973700e+00dB,-1.10591048375969e+02°)
4.67735141287190e+05	(1.61726616642300e+00dB,-1.11671626285944e+02°)
4.78630092322630e+05	(1.42455764079088e+00dB,-1.12769879773175e+02°)
4.89778819368438e+05	(1.22880972657982e+00dB,-1.13885632748563e+02°)
5.01187233627263e+05	(1.02997659742947e+00dB,-1.15018712638371e+02°)
5.12861383991356e+05	(8.28012641454996e-01dB,-1.16168950164731e+02°)
5.24807460249763e+05	(6.22872355862909e-01dB,-1.17336179083339e+02°)
5.37031796370243e+05	(4.14510241231885e-01dB,-1.18520235809719e+02°)
5.49540873857615e+05	(2.02880709951262e-01dB,-1.19720959012595e+02°)
5.62341325190339e+05	(-1.20620054116560e-02dB,-1.20938189132948e+02°)
5.75439937337147e+05	(-2.30363928823018e-01dB,-1.22171767866749e+02°)
5.88843655355579e+05	(-4.52071410983504e-01dB,-1.23421537575808e+02°)
6.02559586074347e+05	(-6.77231191485547e-01dB,-1.24687340663623e+02°)
6.16595001861471e+05	(-9.05890447895388e-01dB,-1.25969018941056e+02°)
6.30957344480182e+05	(-1.13809683639748e+00dB,-1.27266412928768e+02°)
6.45654229034644e+05	(-1.37389852105428e+00dB,-1.28579361152977e+02°)
6.60693448007584e+05	(-1.61334419181272e+00dB,-1.29907699432789e+02°)
6.76082975391970e+05	(-1.85648307306197e+00dB,-1.31251260147780e+02°)
6.91830970918924e+05	(-2.10336491925074e+00dB,-1.32609871504405e+02°)
7.07945784384125e+05	(-2.35404000049948e+00dB,-1.33983356823907e+02°)
7.24435960074977e+05	(-2.60855907935794e+00dB,-1.35371533810146e+02°)
7.41310241300904e+05	(-2.86697337345795e+00dB,-1.36774213877111e+02°)
7.58577575029170e+05	(-3.12933451141789e+00dB,-1.38191201457287e+02°)
7.76247116628678e+05	(-3.39569447808011e+00dB,-1.39622293371227e+02°)
7.94328234724267e+05	(-3.66610555043333e+00dB,-1.41067278227585e+02°)
8.12830516164085e+05	(-3.94062022614483e+00dB,-1.42525935847078e+02°)
8.31763771102656e+05	(-4.21929114232247e+00dB,-1.43998036741799e+02°)
8.51138038202361e+05	(-4.50217099009740e+00dB,-1.45483341663543e+02°)
8.70963589956065e+05	(-4.78931242047592e+00dB,-1.46981601163428e+02°)
8.91250938133729e+05	(-5.08076794565349e+00dB,-1.48492555250224e+02°)
9.12010839355893e+05	(-5.37658983608225e+00dB,-1.50015933079220e+02°)
9.33254300796974e+05	(-5.67683001334432e+00dB,-1.51551452716557e+02°)
9.54992586021419e+05	(-5.98153993957619e+00dB,-1.53098820969368e+02°)
9.77237220955793e+05	(-6.29077050626577e+00dB,-1.54657733262023e+02°)
9.99999999999982e+05	(-6.60457192080567e+00dB,-1.56227873602459e+02°)
1.02329299228074e+06	(-6.92299359354593e+00dB,-1.57808914596926e+02°)
1.04712854805088e+06	(-7.24608402518796e+00dB,-1.59400517531576e+02°)
1.07151930523759e+06	(-7.57389069566093e+00dB,-1.61002332523831e+02°)
1.09647819614316e+06	(-7.90645995631564e+00dB,-1.62613998731434e+02°)
1.12201845430194e+06	(-8.24383692389885e+00dB,-1.64235144622131e+02°)
1.14815362149686e+06	(-8.58606537969637e+00dB,-1.65865388301707e+02°)
1.17489755493951e+06	(-8.93318767268462e+00dB,-1.67504337900963e+02°)
1.20226443461739e+06	(-9.28524462893369e+00dB,-1.69151592010852e+02°)
1.23026877081236e+06	(-9.64227546562425e+00dB,-1.70806740167959e+02°)
1.25892541179414e+06	(-1.00043177131601e+01dB,-1.72469363385558e+02°)
1.28824955169311e+06	(-1.03714071434062e+01dB,-1.74139034726484e+02°)
1.31825673855638e+06	(-1.07435777061863e+01dB,-1.75815319917822e+02°)
1.34896288259163e+06	(-1.11208614730612e+01dB,-1.77497777987397e+02°)
1.38038426460286e+06	(-1.15032885902786e+01dB,-1.79185961946383e+02°)
1.41253754462273e+06	(-1.18908872400452e+01dB,1.79120580518739e+02°)
1.44543977074590e+06	(-1.22836836104784e+01dB,1.77422306328000e+02°)
1.47910838816818e+06	(-1.26817018755029e+01dB,1.75719676265070e+02°)
1.51356124843618e+06	(-1.30849641832392e+01dB,1.74013154242032e+02°)
1.54881661891245e+06	(-1.34934906546540e+01dB,1.72303206539856e+02°)
1.58489319246108e+06	(-1.39072993908054e+01dB,1.70590301056087e+02°)
1.62181009735890e+06	(-1.43264064909181e+01dB,1.68874906548725e+02°)
1.65958690743753e+06	(-1.47508260786354e+01dB,1.67157491895118e+02°)
1.69824365246171e+06	(-1.51805703388962e+01dB,1.65438525355456e+02°)
1.73780082874934e+06	(-1.56156495635778e+01dB,1.63718473852131e+02°)
1.77827941003889e+06	(-1.60560722065524e+01dB,1.61997802272879e+02°)
1.81970085860995e+06	(-1.65018449478473e+01dB,1.60276972797662e+02°)
1.86208713666283e+06	(-1.69529727668779e+01dB,1.58556444248213e+02°)
1.90546071796321e+06	(-1.74094590237356e+01dB,1.56836671480632e+02°)
1.94984459975801e+06	(-1.78713055493642e+01dB,1.55118104802854e+02°)
1.99526231496884e+06	(-1.83385127431109e+01dB,1.53401189446142e+02°)
2.04173794466949e+06	(-1.88110796783631e+01dB,1.51686365064309e+02°)
2.08929613085400e+06	(-1.92890042146933e+01dB,1.49974065298734e+02°)
2.13796208950219e+06	(-1.97722831172073e+01dB,1.48264717375909e+02°)
2.18776162394951e+06	(-2.02609121814725e+01dB,1.46558741776045e+02°)
2.23872113856830e+06	(-2.07548863644320e+01dB,1.44856551943256e+02°)
2.29086765276773e+06	(-2.12541999201498e+01dB,1.43158554062769e+02°)
2.34422881531988e+06	(-2.17588465398189e+01dB,1.41465146898366e+02°)
2.39883291901944e+06	(-2.22688194958483e+01dB,1.39776721687458e+02°)
2.45470891568498e+06	(-2.27841117887429e+01dB,1.38093662103978e+02°)
2.51188643150953e+06	(-2.33047162968614e+01dB,1.36416344281470e+02°)
2.57039578276881e+06	(-2.38306259277957e+01dB,1.34745136902442e+02°)
2.63026799189533e+06	(-2.43618337712944e+01dB,1.33080401348696e+02°)
2.69153480392686e+06	(-2.48983332525634e+01dB,1.31422491918014e+02°)
2.75422870333811e+06	(-2.54401182861375e+01dB,1.29771756098168e+02°)
2.81838293126440e+06	(-2.59871834291485e+01dB,1.28128534902191e+02°)
2.88403150312655e+06	(-2.65395240338302e+01dB,1.26493163263447e+02°)
2.95120922666633e+06	(-2.70971363991062e+01dB,1.24865970479559e+02°)
3.01995172040196e+06	(-2.76600179205287e+01dB,1.23247280715036e+02°)
3.09029543251353e+06	(-2.82281672389486e+01dB,1.21637413544802e+02°)
3.16227766016832e+06	(-2.88015843872343e+01dB,1.20036684548648e+02°)
3.23593656929622e+06	(-2.93802709356512e+01dB,1.18445405941974e+02°)
3.31131121482585e+06	(-2.99642301355529e+01dB,1.16863887246807e+02°)
3.38844156139196e+06	(-3.05534670623976e+01dB,1.15292435991696e+02°)
3.46736850452525e+06	(-3.11479887576509e+01dB,1.13731358445399e+02°)
3.54813389233568e+06	(-3.17478043711503e+01dB,1.12180960370255e+02°)
3.63078054770094e+06	(-3.23529253040450e+01dB,1.10641547801087e+02°)
3.71535229097165e+06	(-3.29633653535965e+01dB,1.09113427841463e+02°)
3.80189396320554e+06	(-3.35791408609769e+01dB,1.07596909474418e+02°)
3.89045144994273e+06	(-3.42002708634861e+01dB,1.06092304388516e+02°)
3.98107170553489e+06	(-3.48267772523512e+01dB,1.04599927817410e+02°)
4.07380277804105e+06	(-3.54586849386036e+01dB,1.03120099388857e+02°)
4.16869383470327e+06	(-3.60960220282570e+01dB,1.01653143989991e+02°)
4.26579518801584e+06	(-3.67388200095927e+01dB,1.00199392645495e+02°)
4.36515832240157e+06	(-3.73871139546668e+01dB,9.87591834151955e+01°)
4.46683592150954e+06	(-3.80409427375911e+01dB,9.73328623173922e+01°)
4.57088189614866e+06	(-3.87003492732044e+01dB,9.59207842782714e+01°)
4.67735141287189e+06	(-3.93653807784909e+01dB,9.45233141249291e+01°)
4.78630092322629e+06	(-4.00360890610849e+01dB,9.31408276251134e+01°)
4.89778819368436e+06	(-4.07125308379386e+01dB,9.17737125939801e+01°)
5.01187233627262e+06	(-4.13947680893966e+01dB,9.04223700764865e+01°)
5.12861383991355e+06	(-4.20828684518584e+01dB,8.90872156346374e+01°)
5.24807460249762e+06	(-4.27769056556961e+01dB,8.77686807519660e+01°)
5.37031796370242e+06	(-4.34769600126479e+01dB,8.64672143910598e+01°)
5.49540873857613e+06	(-4.41831189595271e+01dB,8.51832847309419e+01°)
5.62341325190338e+06	(-4.48954776649337e+01dB,8.39173811220488e+01°)
5.75439937337145e+06	(-4.56141397061346e+01dB,8.26700163044398e+01°)
5.88843655355577e+06	(-4.63392178251644e+01dB,8.14417289350840e+01°)
6.02559586074345e+06	(-4.70708347726716e+01dB,8.02330864893076e+01°)
6.16595001861470e+06	(-4.78091242509576e+01dB,7.90446885998136e+01°)
6.30957344480180e+06	(-4.85542319678419e+01dB,7.78771709162981e+01°)
6.45654229034642e+06	(-4.93063168147810e+01dB,7.67312095829731e+01°)
6.60693448007582e+06	(-5.00655521849459e+01dB,7.56075264455095e+01°)
6.76082975391968e+06	(-5.08321274493319e+01dB,7.45068951200375e+01°)
6.91830970918922e+06	(-5.16062496108457e+01dB,7.34301480878571e+01°)
7.07945784384123e+06	(-5.23881451603080e+01dB,7.23781850060167e+01°)
7.24435960074975e+06	(-5.31780621615056e+01dB,7.13519824668895e+01°)
7.41310241300902e+06	(-5.39762725970688e+01dB,7.03526054873754e+01°)
7.58577575029168e+06	(-5.47830750118539e+01dB,6.93812210720183e+01°)
7.76247116628676e+06	(-5.55987974966782e+01dB,6.84391142705158e+01°)
7.94328234724265e+06	(-5.64238010622766e+01dB,6.75277072497927e+01°)
8.12830516164082e+06	(-5.72584834619330e+01dB,6.66485820239535e+01°)
8.31763771102654e+06	(-5.81032835301454e+01dB,6.58035076496592e+01°)
8.51138038202359e+06	(-5.89586861168899e+01dB,6.49944728952573e+01°)
8.70963589956062e+06	(-5.98252277082923e+01dB,6.42237256669826e+01°)
8.91250938133727e+06	(-6.07035028403606e+01dB,6.34938208157972e+01°)
9.12010839355890e+06	(-6.15941714259132e+01dB,6.28076784161271e+01°)
9.33254300796971e+06	(-6.24979671320980e+01dB,6.21686552068019e+01°)
9.54992586021416e+06	(-6.34157069592247e+01dB,6.15806326987120e+01°)
9.77237220955790e+06	(-6.43483021832693e+01dB,6.10481265331911e+01°)
1.00000000000000e+07	(-6.52967708245293e+01dB,6.05764231469478e+01°)
Step Information: Cl=15µ  (Step: 2/2)
1.00000000000000e+00	(9.48942632448860e+01dB,-4.35865592017584e+00°)
1.02329299228075e+00	(9.48928841757564e+01dB,-4.47638226061540e+00°)
1.04712854805090e+00	(9.48914398649584e+01dB,-4.59643373463858e+00°)
1.07151930523761e+00	(9.48899273160632e+01dB,-4.71887056918146e+00°)
1.09647819614318e+00	(9.48883433935135e+01dB,-4.84375401443185e+00°)
1.12201845430196e+00	(9.48866848179680e+01dB,-4.97114636024897e+00°)
1.14815362149688e+00	(9.48849481592640e+01dB,-5.10111095084986e+00°)
1.17489755493953e+00	(9.48831298296940e+01dB,-5.23371219911386e+00°)
1.20226443461741e+00	(9.48812260776876e+01dB,-5.36901560055143e+00°)
