Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
1.23026877081238e+00	(9.48792329806961e+01dB,-5.50708774616954e+00°)
1.25892541179417e+00	(9.48771464371018e+01dB,-5.64799633399410e+00°)
1.28824955169313e+00	(9.48749621597573e+01dB,-5.79181018081016e+00°)
1.31825673855641e+00	(9.48726756668336e+01dB,-5.93859923130446e+00°)
1.34896288259165e+00	(9.48702822743173e+01dB,-6.08843456727806e+00°)
1.38038426460288e+00	(9.48677770871386e+01dB,-6.24138841488629e+00°)
1.41253754462275e+00	(9.48651549902799e+01dB,-6.39753415065462e+00°)
1.44543977074593e+00	(9.48624106395687e+01dB,-6.55694630598445e+00°)
1.47910838816821e+00	(9.48595384523984e+01dB,-6.71970057019023e+00°)
1.51356124843621e+00	(9.48565325972608e+01dB,-6.88587379110955e+00°)
1.54881661891248e+00	(9.48533869836219e+01dB,-7.05554397424894e+00°)
1.58489319246111e+00	(9.48500952519429e+01dB,-7.22879028025658e+00°)
1.62181009735893e+00	(9.48466507618115e+01dB,-7.40569301889013e+00°)
1.65958690743756e+00	(9.48430465812141e+01dB,-7.58633364174242e+00°)
1.69824365246174e+00	(9.48392754744084e+01dB,-7.77079473147754e+00°)
1.73780082874937e+00	(9.48353298904490e+01dB,-7.95915998912679e+00°)
1.77827941003892e+00	(9.48312019498529e+01dB,-8.15151421700871e+00°)
1.81970085860998e+00	(9.48268834327117e+01dB,-8.34794330004512e+00°)
1.86208713666287e+00	(9.48223657647522e+01dB,-8.54853418204238e+00°)
1.90546071796325e+00	(9.48176400040962e+01dB,-8.75337483923391e+00°)
1.94984459975804e+00	(9.48126968274965e+01dB,-8.96255424971464e+00°)
1.99526231496888e+00	(9.48075265157867e+01dB,-9.17616235821237e+00°)
2.04173794466953e+00	(9.48021189390946e+01dB,-9.39429003643125e+00°)
2.08929613085404e+00	(9.47964635423614e+01dB,-9.61702903927486e+00°)
2.13796208950223e+00	(9.47905493295906e+01dB,-9.84447195499284e+00°)
2.18776162394955e+00	(9.47843648484131e+01dB,-1.00767121505639e+01°)
2.23872113856834e+00	(9.47778981740667e+01dB,-1.03138437110427e+01°)
2.29086765276777e+00	(9.47711368936723e+01dB,-1.05559613735238e+01°)
2.34422881531992e+00	(9.47640680888052e+01dB,-1.08031604529598e+01°)
2.39883291901949e+00	(9.47566783200834e+01dB,-1.10555367639224e+01°)
2.45470891568503e+00	(9.47489536094686e+01dB,-1.13131865327236e+01°)
2.51188643150958e+00	(9.47408794233407e+01dB,-1.15762063031490e+01°)
2.57039578276886e+00	(9.47324406560608e+01dB,-1.18446928351720e+01°)
2.63026799189538e+00	(9.47236216121426e+01dB,-1.21187429937057e+01°)
2.69153480392691e+00	(9.47144059896071e+01dB,-1.23984536303540e+01°)
2.75422870333816e+00	(9.47047768625378e+01dB,-1.26839214550122e+01°)
2.81838293126445e+00	(9.46947166644459e+01dB,-1.29752428991344e+01°)
2.88403150312660e+00	(9.46842071713161e+01dB,-1.32725139685370e+01°)
2.95120922666638e+00	(9.46732294854550e+01dB,-1.35758300869791e+01°)
3.01995172040201e+00	(9.46617640189998e+01dB,-1.38852859282357e+01°)
3.09029543251359e+00	(9.46497904781820e+01dB,-1.42009752378939e+01°)
3.16227766016837e+00	(9.46372878488537e+01dB,-1.45229906452539e+01°)
3.23593656929628e+00	(9.46242343813911e+01dB,-1.48514234618203e+01°)
3.31131121482591e+00	(9.46106075775209e+01dB,-1.51863634700771e+01°)
3.38844156139202e+00	(9.45963841770750e+01dB,-1.55278986987657e+01°)
3.46736850452531e+00	(9.45815401469111e+01dB,-1.58761151881581e+01°)
3.54813389233575e+00	(9.45660506695868e+01dB,-1.62310967405982e+01°)
3.63078054770101e+00	(9.45498901349594e+01dB,-1.65929246617403e+01°)
3.71535229097172e+00	(9.45330321318365e+01dB,-1.69616774868551e+01°)
3.80189396320560e+00	(9.45154494425711e+01dB,-1.73374306974038e+01°)
3.89045144994280e+00	(9.44971140379386e+01dB,-1.77202564224384e+01°)
3.98107170553496e+00	(9.44779970760108e+01dB,-1.81102231321181e+01°)
4.07380277804112e+00	(9.44580689012444e+01dB,-1.85073953156054e+01°)
4.16869383470335e+00	(9.44372990472716e+01dB,-1.89118331504161e+01°)
4.26579518801592e+00	(9.44156562421051e+01dB,-1.93235921608031e+01°)
4.36515832240165e+00	(9.43931084153598e+01dB,-1.97427228643118e+01°)
4.46683592150962e+00	(9.43696227095419e+01dB,-2.01692704113902e+01°)
4.57088189614874e+00	(9.43451654937752e+01dB,-2.06032742148856e+01°)
4.67735141287197e+00	(9.43197023814660e+01dB,-2.10447675733269e+01°)
4.78630092322637e+00	(9.42931982509268e+01dB,-2.14937772864001e+01°)
4.89778819368445e+00	(9.42656172707874e+01dB,-2.19503232679726e+01°)
5.01187233627271e+00	(9.42369229284370e+01dB,-2.24144181532475e+01°)
5.12861383991364e+00	(9.42070780632780e+01dB,-2.28860669058065e+01°)
5.24807460249771e+00	(9.41760449042795e+01dB,-2.33652664245965e+01°)
5.37031796370252e+00	(9.41437851115808e+01dB,-2.38520051517481e+01°)
5.49540873857623e+00	(9.41102598236552e+01dB,-2.43462626871744e+01°)
5.62341325190348e+00	(9.40754297079796e+01dB,-2.48480094061842e+01°)
5.75439937337156e+00	(9.40392550182253e+01dB,-2.53572060909490e+01°)
5.88843655355588e+00	(9.40016956545023e+01dB,-2.58738035681967e+01°)
6.02559586074356e+00	(9.39627112303319e+01dB,-2.63977423667029e+01°)
6.16595001861481e+00	(9.39222611433158e+01dB,-2.69289523883201e+01°)
6.30957344480192e+00	(9.38803046511507e+01dB,-2.74673526006577e+01°)
6.45654229034654e+00	(9.38368009528152e+01dB,-2.80128507543918e+01°)
6.60693448007594e+00	(9.37917092740051e+01dB,-2.85653431257241e+01°)
6.76082975391980e+00	(9.37449889571015e+01dB,-2.91247142885187e+01°)
6.91830970918935e+00	(9.36965995557112e+01dB,-2.96908369203263e+01°)
7.07945784384136e+00	(9.36465009333650e+01dB,-3.02635716450035e+01°)
7.24435960074988e+00	(9.35946533652275e+01dB,-3.08427669119498e+01°)
7.41310241300916e+00	(9.35410176439660e+01dB,-3.14282589205063e+01°)
7.58577575029182e+00	(9.34855551880514e+01dB,-3.20198715876331e+01°)
7.76247116628690e+00	(9.34282281526168e+01dB,-3.26174165636607e+01°)
7.94328234724279e+00	(9.33689995416281e+01dB,-3.32206932956578e+01°)
8.12830516164097e+00	(9.33078333229060e+01dB,-3.38294891493471e+01°)
8.31763771102669e+00	(9.32446945417429e+01dB,-3.44435795761821e+01°)
8.51138038202374e+00	(9.31795494358479e+01dB,-3.50627283411879e+01°)
8.70963589956078e+00	(9.31123655495647e+01dB,-3.56866878071277e+01°)
8.91250938133743e+00	(9.30431118459235e+01dB,-3.63151992723002e+01°)
9.12010839355907e+00	(9.29717588172641e+01dB,-3.69479933686143e+01°)
9.33254300796988e+00	(9.28982785921497e+01dB,-3.75847905128793e+01°)
9.54992586021433e+00	(9.28226450392975e+01dB,-3.82253014172743e+01°)
9.77237220955808e+00	(9.27448338661859e+01dB,-3.88692276501084e+01°)
9.99999999999997e+00	(9.26648227133751e+01dB,-3.95162622538358e+01°)
1.02329299228075e+01	(9.25825912416892e+01dB,-4.01660904070458e+01°)
1.04712854805090e+01	(9.24981212134245e+01dB,-4.08183901371354e+01°)
1.07151930523760e+01	(9.24113965661906e+01dB,-4.14728330763913e+01°)
1.09647819614318e+01	(9.23224034781813e+01dB,-4.21290852543301e+01°)
1.12201845430196e+01	(9.22311304250209e+01dB,-4.27868079254357e+01°)
1.14815362149688e+01	(9.21375682283837e+01dB,-4.34456584320149e+01°)
1.17489755493953e+01	(9.20417100936297e+01dB,-4.41052910828074e+01°)
1.20226443461741e+01	(9.19435516388823e+01dB,-4.47653580587385e+01°)
1.23026877081238e+01	(9.18430909136126e+01dB,-4.54255103297233e+01°)
1.25892541179416e+01	(9.17403284063664e+01dB,-4.60853985753545e+01°)
1.28824955169313e+01	(9.16352670434302e+01dB,-4.67446741156587e+01°)
1.31825673855640e+01	(9.15279121758406e+01dB,-4.74029898287443e+01°)
1.34896288259165e+01	(9.14182715569710e+01dB,-4.80600010634037e+01°)
1.38038426460288e+01	(9.13063553102673e+01dB,-4.87153665371565e+01°)
1.41253754462275e+01	(9.11921758864802e+01dB,-4.93687492067617e+01°)
1.44543977074592e+01	(9.10757480125247e+01dB,-5.00198171191999e+01°)
1.47910838816820e+01	(9.09570886305666e+01dB,-5.06682442237067e+01°)
1.51356124843620e+01	(9.08362168293565e+01dB,-5.13137111521016e+01°)
1.54881661891248e+01	(9.07131537677324e+01dB,-5.19559059577899e+01°)
1.58489319246111e+01	(9.05879225904207e+01dB,-5.25945248053820e+01°)
1.62181009735892e+01	(9.04605483383585e+01dB,-5.32292726205563e+01°)
1.65958690743755e+01	(9.03310578522665e+01dB,-5.38598636802868e+01°)
1.69824365246174e+01	(9.01994796720081e+01dB,-5.44860221567329e+01°)
1.73780082874937e+01	(9.00658439311886e+01dB,-5.51074826011959e+01°)
1.77827941003892e+01	(8.99301822489024e+01dB,-5.57239903775148e+01°)
1.81970085860998e+01	(8.97925276182871e+01dB,-5.63353020337803e+01°)
1.86208713666286e+01	(8.96529142933344e+01dB,-5.69411856182601e+01°)
1.90546071796324e+01	(8.95113776747622e+01dB,-5.75414209409532e+01°)
1.94984459975804e+01	(8.93679541953038e+01dB,-5.81357997777112e+01°)
1.99526231496887e+01	(8.92226812050729e+01dB,-5.87241260174987e+01°)
2.04173794466952e+01	(8.90755968583204e+01dB,-5.93062157616606e+01°)
2.08929613085403e+01	(8.89267400012361e+01dB,-5.98818973666044e+01°)
2.13796208950222e+01	(8.87761500620844e+01dB,-6.04510114402171e+01°)
2.18776162394954e+01	(8.86238669439216e+01dB,-6.10134107913020e+01°)
2.23872113856833e+01	(8.84699309205466e+01dB,-6.15689603370175e+01°)
2.29086765276776e+01	(8.83143825355001e+01dB,-6.21175369644420e+01°)
2.34422881531991e+01	(8.81572625052851e+01dB,-6.26590293582275e+01°)
2.39883291901948e+01	(8.79986116267268e+01dB,-6.31933377935583e+01°)
2.45470891568502e+01	(8.78384706885883e+01dB,-6.37203738955790e+01°)
2.51188643150957e+01	(8.76768803877686e+01dB,-6.42400603696709e+01°)
2.57039578276885e+01	(8.75138812505205e+01dB,-6.47523307100246e+01°)
2.63026799189537e+01	(8.73495135581808e+01dB,-6.52571288808241e+01°)
2.69153480392690e+01	(8.71838172781596e+01dB,-6.57544089828340e+01°)
2.75422870333815e+01	(8.70168319998095e+01dB,-6.62441349024197e+01°)
2.81838293126444e+01	(8.68485968749845e+01dB,-6.67262799435108e+01°)
2.88403150312659e+01	(8.66791505640241e+01dB,-6.72008264562621e+01°)
2.95120922666637e+01	(8.65085311860651e+01dB,-6.76677654501669e+01°)
3.01995172040200e+01	(8.63367762743694e+01dB,-6.81270962058327e+01°)
3.09029543251358e+01	(8.61639227362043e+01dB,-6.85788258823204e+01°)
3.16227766016837e+01	(8.59900068171359e+01dB,-6.90229691226170e+01°)
3.23593656929627e+01	(8.58150640697288e+01dB,-6.94595476610621e+01°)
3.31131121482590e+01	(8.56391293262131e+01dB,-6.98885899311753e+01°)
3.38844156139201e+01	(8.54622366752168e+01dB,-7.03101306787624e+01°)
3.46736850452530e+01	(8.52844194422465e+01dB,-7.07242105813754e+01°)
3.54813389233574e+01	(8.51057101735740e+01dB,-7.11308758714541e+01°)
3.63078054770100e+01	(8.49261406236561e+01dB,-7.15301779713398e+01°)
3.71535229097171e+01	(8.47457417454256e+01dB,-7.19221731316812e+01°)
3.80189396320559e+01	(8.45645436838217e+01dB,-7.23069220859418e+01°)
3.89045144994279e+01	(8.43825757717396e+01dB,-7.26844897093678e+01°)
3.98107170553495e+01	(8.41998665287098e+01dB,-7.30549446927561e+01°)
4.07380277804111e+01	(8.40164436617556e+01dB,-7.34183592251143e+01°)
4.16869383470333e+01	(8.38323340684714e+01dB,-7.37748086896701e+01°)
4.26579518801591e+01	(8.36475638420058e+01dB,-7.41243713713463e+01°)
4.36515832240164e+01	(8.34621582777807e+01dB,-7.44671281755908e+01°)
4.46683592150961e+01	(8.32761418818318e+01dB,-7.48031623602345e+01°)
4.57088189614873e+01	(8.30895383805591e+01dB,-7.51325592791320e+01°)
4.67735141287196e+01	(8.29023707318169e+01dB,-7.54554061398227e+01°)
4.78630092322636e+01	(8.27146611369616e+01dB,-7.57717917687951e+01°)
4.89778819368444e+01	(8.25264310540919e+01dB,-7.60818063942238e+01°)
5.01187233627270e+01	(8.23377012119732e+01dB,-7.63855414359456e+01°)
5.12861383991362e+01	(8.21484916248065e+01dB,-7.66830893098389e+01°)
5.24807460249770e+01	(8.19588216075854e+01dB,-7.69745432423206e+01°)
5.37031796370250e+01	(8.17687097918829e+01dB,-7.72599970940159e+01°)
5.49540873857622e+01	(8.15781741422040e+01dB,-7.75395451974508e+01°)
5.62341325190346e+01	(8.13872319725754e+01dB,-7.78132822032177e+01°)
5.75439937337154e+01	(8.11958999633419e+01dB,-7.80813029341111e+01°)
5.88843655355586e+01	(8.10041941782585e+01dB,-7.83437022535080e+01°)
6.02559586074355e+01	(8.08121300815115e+01dB,-7.86005749370251e+01°)
6.16595001861479e+01	(8.06197225549438e+01dB,-7.88520155585705e+01°)
6.30957344480190e+01	(8.04269859151297e+01dB,-7.90981183807517e+01°)
6.45654229034652e+01	(8.02339339304535e+01dB,-7.93389772553695e+01°)
6.60693448007593e+01	(8.00405798380437e+01dB,-7.95746855312021e+01°)
6.76082975391978e+01	(7.98469363605120e+01dB,-7.98053359675533e+01°)
6.91830970918933e+01	(7.96530157225962e+01dB,-8.00310206583052e+01°)
7.07945784384134e+01	(7.94588296674466e+01dB,-8.02518309577011e+01°)
7.24435960074986e+01	(7.92643894727648e+01dB,-8.04678574168158e+01°)
7.41310241300914e+01	(7.90697059666163e+01dB,-8.06791897234403e+01°)
7.58577575029180e+01	(7.88747895429462e+01dB,-8.08859166483269e+01°)
7.76247116628688e+01	(7.86796501767591e+01dB,-8.10881259954054e+01°)
7.94328234724277e+01	(7.84842974390322e+01dB,-8.12859045597834e+01°)
8.12830516164095e+01	(7.82887405111978e+01dB,-8.14793380869523e+01°)
8.31763771102667e+01	(7.80929881993485e+01dB,-8.16685112394394e+01°)
8.51138038202372e+01	(7.78970489480303e+01dB,-8.18535075650868e+01°)
8.70963589956076e+01	(7.77009308536995e+01dB,-8.20344094708298e+01°)
8.91250938133741e+01	(7.75046416777998e+01dB,-8.22112981995533e+01°)
9.12010839355905e+01	(7.73081888594596e+01dB,-8.23842538098722e+01°)
9.33254300796986e+01	(7.71115795278378e+01dB,-8.25533551592698e+01°)
9.54992586021431e+01	(7.69148205140854e+01dB,-8.27186798909666e+01°)
9.77237220955805e+01	(7.67179183629455e+01dB,-8.28803044224321e+01°)
9.99999999999995e+01	(7.65208793439793e+01dB,-8.30383039366129e+01°)
1.02329299228075e+02	(7.63237094624445e+01dB,-8.31927523762257e+01°)
1.04712854805089e+02	(7.61264144697936e+01dB,-8.33437224388561e+01°)
1.07151930523760e+02	(7.59289998738611e+01dB,-8.34912855760138e+01°)
1.09647819614318e+02	(7.57314709486662e+01dB,-8.36355119919924e+01°)
1.12201845430196e+02	(7.55338327438898e+01dB,-8.37764706456124e+01°)
1.14815362149688e+02	(7.53360900940380e+01dB,-8.39142292532441e+01°)
1.17489755493952e+02	(7.51382476272582e+01dB,-8.40488542936127e+01°)
1.20226443461741e+02	(7.49403097738461e+01dB,-8.41804110129833e+01°)
1.23026877081237e+02	(7.47422807744576e+01dB,-8.43089634327562e+01°)
1.25892541179416e+02	(7.45441646879952e+01dB,-8.44345743568207e+01°)
1.28824955169313e+02	(7.43459653992304e+01dB,-8.45573053814462e+01°)
1.31825673855640e+02	(7.41476866261212e+01dB,-8.46772169045554e+01°)
1.34896288259165e+02	(7.39493319268608e+01dB,-8.47943681369076e+01°)
1.38038426460288e+02	(7.37509047066655e+01dB,-8.49088171135020e+01°)
1.41253754462275e+02	(7.35524082242918e+01dB,-8.50206207053703e+01°)
1.44543977074592e+02	(7.33538455983129e+01dB,-8.51298346326778e+01°)
1.47910838816820e+02	(7.31552198131484e+01dB,-8.52365134779712e+01°)
1.51356124843620e+02	(7.29565337248629e+01dB,-8.53407106998358e+01°)
1.54881661891247e+02	(7.27577900667328e+01dB,-8.54424786463748e+01°)
1.58489319246110e+02	(7.25589914545975e+01dB,-8.55418685706179e+01°)
1.62181009735892e+02	(7.23601403920024e+01dB,-8.56389306441472e+01°)
1.65958690743755e+02	(7.21612392751374e+01dB,-8.57337139730215e+01°)
1.69824365246173e+02	(7.19622903975760e+01dB,-8.58262666122192e+01°)
1.73780082874936e+02	(7.17632959548330e+01dB,-8.59166355812029e+01°)
1.77827941003891e+02	(7.15642580487337e+01dB,-8.60048668789462e+01°)
1.81970085860997e+02	(7.13651786916183e+01dB,-8.60910055001635e+01°)
1.86208713666286e+02	(7.11660598103618e+01dB,-8.61750954500135e+01°)
1.90546071796323e+02	(7.09669032502597e+01dB,-8.62571797603102e+01°)
1.94984459975803e+02	(7.07677107787316e+01dB,-8.63373005048133e+01°)
1.99526231496887e+02	(7.05684840888940e+01dB,-8.64154988144726e+01°)
2.04173794466952e+02	(7.03692248029869e+01dB,-8.64918148937754e+01°)
2.08929613085403e+02	(7.01699344756592e+01dB,-8.65662880353368e+01°)
2.13796208950222e+02	(6.99706145971330e+01dB,-8.66389566356301e+01°)
2.18776162394954e+02	(6.97712665962356e+01dB,-8.67098582103379e+01°)
2.23872113856832e+02	(6.95718918433143e+01dB,-8.67790294089969e+01°)
2.29086765276776e+02	(6.93724916530347e+01dB,-8.68465060307426e+01°)
2.34422881531991e+02	(6.91730672870786e+01dB,-8.69123230384405e+01°)
2.39883291901947e+02	(6.89736199567235e+01dB,-8.69765145739812e+01°)
2.45470891568501e+02	(6.87741508253337e+01dB,-8.70391139725186e+01°)
2.51188643150956e+02	(6.85746610107533e+01dB,-8.71001537768609e+01°)
2.57039578276885e+02	(6.83751515876086e+01dB,-8.71596657517506e+01°)
2.63026799189536e+02	(6.81756235895220e+01dB,-8.72176808976313e+01°)
2.69153480392690e+02	(6.79760780112463e+01dB,-8.72742294653257e+01°)
2.75422870333815e+02	(6.77765158107215e+01dB,-8.73293409684238e+01°)
2.81838293126443e+02	(6.75769379110570e+01dB,-8.73830441974103e+01°)
2.88403150312659e+02	(6.73773452024417e+01dB,-8.74353672331754e+01°)
2.95120922666637e+02	(6.71777385439857e+01dB,-8.74863374596725e+01°)
3.01995172040200e+02	(6.69781187655119e+01dB,-8.75359815763332e+01°)
3.09029543251357e+02	(6.67784866692658e+01dB,-8.75843256116357e+01°)
3.16227766016836e+02	(6.65788430315909e+01dB,-8.76313949346014e+01°)
3.23593656929626e+02	(6.63791886045403e+01dB,-8.76772142673582e+01°)
3.31131121482589e+02	(6.61795241174264e+01dB,-8.77218076980719e+01°)
3.38844156139200e+02	(6.59798502783588e+01dB,-8.77651986904492e+01°)
3.46736850452529e+02	(6.57801677757018e+01dB,-8.78074100974624e+01°)
3.54813389233573e+02	(6.55804772795022e+01dB,-8.78484641722125e+01°)
3.63078054770099e+02	(6.53807794428944e+01dB,-8.78883825784399e+01°)
3.71535229097170e+02	(6.51810749034440e+01dB,-8.79271864023394e+01°)
3.80189396320558e+02	(6.49813642844887e+01dB,-8.79648961624429e+01°)
3.89045144994278e+02	(6.47816481964118e+01dB,-8.80015318213618e+01°)
3.98107170553494e+02	(6.45819272379227e+01dB,-8.80371127952636e+01°)
4.07380277804110e+02	(6.43822019972926e+01dB,-8.80716579645037e+01°)
4.16869383470332e+02	(6.41824730535669e+01dB,-8.81051856842526e+01°)
4.26579518801589e+02	(6.39827409777786e+01dB,-8.81377137923811e+01°)
4.36515832240163e+02	(6.37830063341018e+01dB,-8.81692596221210e+01°)
4.46683592150960e+02	(6.35832696810313e+01dB,-8.81998400094933e+01°)
4.57088189614872e+02	(6.33835315725255e+01dB,-8.82294713038260e+01°)
4.67735141287195e+02	(6.31837925591520e+01dB,-8.82581693753647e+01°)
4.78630092322635e+02	(6.29840531891896e+01dB,-8.82859496272368e+01°)
4.89778819368442e+02	(6.27843140097697e+01dB,-8.83128270022778e+01°)
5.01187233627268e+02	(6.25845755679861e+01dB,-8.83388159920505e+01°)
5.12861383991361e+02	(6.23848384119931e+01dB,-8.83639306468822e+01°)
5.24807460249769e+02	(6.21851030921196e+01dB,-8.83881845836286e+01°)
5.37031796370249e+02	(6.19853701619827e+01dB,-8.84115909939394e+01°)
5.49540873857620e+02	(6.17856401795751e+01dB,-8.84341626545838e+01°)
5.62341325190345e+02	(6.15859137084134e+01dB,-8.84559119328569e+01°)
5.75439937337152e+02	(6.13861913186165e+01dB,-8.84768507984654e+01°)
5.88843655355584e+02	(6.11864735880595e+01dB,-8.84969908292503e+01°)
6.02559586074353e+02	(6.09867611035017e+01dB,-8.85163432202987e+01°)
6.16595001861477e+02	(6.07870544617246e+01dB,-8.85349187927166e+01°)
6.30957344480188e+02	(6.05873542706929e+01dB,-8.85527280015200e+01°)
6.45654229034650e+02	(6.03876611507356e+01dB,-8.85697809435006e+01°)
6.60693448007591e+02	(6.01879757357097e+01dB,-8.85860873669232e+01°)
6.76082975391976e+02	(5.99882986742331e+01dB,-8.86016566778125e+01°)
6.91830970918931e+02	(5.97886306308778e+01dB,-8.86164979505899e+01°)
7.07945784384132e+02	(5.95889722874329e+01dB,-8.86306199350086e+01°)
7.24435960074984e+02	(5.93893243441528e+01dB,-8.86440310654924e+01°)
7.41310241300911e+02	(5.91896875210559e+01dB,-8.86567394692674e+01°)
7.58577575029177e+02	(5.89900625592161e+01dB,-8.86687529759792e+01°)
7.76247116628685e+02	(5.87904502221058e+01dB,-8.86800791262414e+01°)
7.94328234724275e+02	(5.85908512969470e+01dB,-8.86907251811322e+01°)
8.12830516164092e+02	(5.83912665961158e+01dB,-8.87006981303036e+01°)
8.31763771102664e+02	(5.81916969584989e+01dB,-8.87100047051416e+01°)
8.51138038202369e+02	(5.79921432509985e+01dB,-8.87186513842955e+01°)
8.70963589956073e+02	(5.77926063699748e+01dB,-8.87266444054900e+01°)
8.91250938133738e+02	(5.75930872426999e+01dB,-8.87339897785683e+01°)
9.12010839355902e+02	(5.73935868289310e+01dB,-8.87406932932291e+01°)
9.33254300796983e+02	(5.71941061224564e+01dB,-8.87467605304836e+01°)
9.54992586021428e+02	(5.69946461526464e+01dB,-8.87521968759940e+01°)
9.77237220955802e+02	(5.67952079860548e+01dB,-8.87570075327479e+01°)
9.99999999999991e+02	(5.65957927280941e+01dB,-8.87611975306154e+01°)
1.02329299228075e+03	(5.63964015246599e+01dB,-8.87647717419414e+01°)
1.04712854805089e+03	(5.61970355638120e+01dB,-8.87677348949631e+01°)
1.07151930523760e+03	(5.59976960774613e+01dB,-8.87700915890495e+01°)
1.09647819614318e+03	(5.57983843431476e+01dB,-8.87718463066739e+01°)
1.12201845430195e+03	(5.55991016857133e+01dB,-8.87730034327108e+01°)
1.14815362149687e+03	(5.53998494790672e+01dB,-8.87735672701459e+01°)
1.17489755493952e+03	(5.52006291479917e+01dB,-8.87735420551532e+01°)
1.20226443461740e+03	(5.50014421698305e+01dB,-8.87729319790764e+01°)
1.23026877081237e+03	(5.48022900763355e+01dB,-8.87717412038181e+01°)
1.25892541179416e+03	(5.46031744553592e+01dB,-8.87699738849811e+01°)
1.28824955169312e+03	(5.44040969526582e+01dB,-8.87676341906541e+01°)
1.31825673855640e+03	(5.42050592735737e+01dB,-8.87647263258761e+01°)
1.34896288259164e+03	(5.40060631847859e+01dB,-8.87612545536667e+01°)
1.38038426460287e+03	(5.38071105159394e+01dB,-8.87572232216563e+01°)
1.41253754462274e+03	(5.36082031612839e+01dB,-8.87526367870277e+01°)
1.44543977074591e+03	(5.34093430812631e+01dB,-8.87474998427076e+01°)
1.47910838816819e+03	(5.32105323039814e+01dB,-8.87418171473511e+01°)
1.51356124843619e+03	(5.30117729266124e+01dB,-8.87355936557750e+01°)
1.54881661891247e+03	(5.28130671167864e+01dB,-8.87288345476511e+01°)
1.58489319246110e+03	(5.26144171137558e+01dB,-8.87215452623612e+01°)
1.62181009735891e+03	(5.24158252294628e+01dB,-8.87137315343533e+01°)
1.65958690743754e+03	(5.22172938495504e+01dB,-8.87053994264521e+01°)
1.69824365246173e+03	(5.20188254340127e+01dB,-8.86965553723757e+01°)
1.73780082874936e+03	(5.18204225179589e+01dB,-8.86872062097533e+01°)
1.77827941003891e+03	(5.16220877118303e+01dB,-8.86773592272871e+01°)
1.81970085860997e+03	(5.14238237015598e+01dB,-8.86670222068495e+01°)
1.86208713666285e+03	(5.12256332486082e+01dB,-8.86562034632359e+01°)
1.90546071796323e+03	(5.10275191892869e+01dB,-8.86449118995527e+01°)
1.94984459975803e+03	(5.08294844343009e+01dB,-8.86331570468671e+01°)
1.99526231496886e+03	(5.06315319675070e+01dB,-8.86209491196732e+01°)
2.04173794466951e+03	(5.04336648443745e+01dB,-8.86082990697581e+01°)
2.08929613085402e+03	(5.02358861903938e+01dB,-8.85952186312832e+01°)
2.13796208950221e+03	(5.00381991983928e+01dB,-8.85817203860235e+01°)
2.18776162394953e+03	(4.98406071258925e+01dB,-8.85678178146954e+01°)
2.23872113856832e+03	(4.96431132916662e+01dB,-8.85535253570303e+01°)
2.29086765276775e+03	(4.94457210718458e+01dB,-8.85388584701065e+01°)
2.34422881531990e+03	(4.92484338952627e+01dB,-8.85238336915019e+01°)
2.39883291901947e+03	(4.90512552384561e+01dB,-8.85084686951888e+01°)
2.45470891568501e+03	(4.88541886192209e+01dB,-8.84927823671719e+01°)
2.51188643150955e+03	(4.86572375906332e+01dB,-8.84767948508806e+01°)
2.57039578276884e+03	(4.84604057329418e+01dB,-8.84605276263456e+01°)
2.63026799189535e+03	(4.82636966457098e+01dB,-8.84440035625364e+01°)
2.69153480392689e+03	(4.80671139383805e+01dB,-8.84272469864978e+01°)
2.75422870333814e+03	(4.78706612202969e+01dB,-8.84102837420288e+01°)
2.81838293126442e+03	(4.76743420895550e+01dB,-8.83931412532094e+01°)
2.88403150312658e+03	(4.74781601210388e+01dB,-8.83758485810124e+01°)
2.95120922666635e+03	(4.72821188535108e+01dB,-8.83584364773945e+01°)
3.01995172040198e+03	(4.70862217752556e+01dB,-8.83409374442161e+01°)
3.09029543251356e+03	(4.68904723088298e+01dB,-8.83233857849111e+01°)
3.16227766016835e+03	(4.66948737953875e+01dB,-8.83058176391777e+01°)
3.23593656929625e+03	(4.64994294766373e+01dB,-8.82882710383643e+01°)
3.31131121482588e+03	(4.63041424771929e+01dB,-8.82707859262047e+01°)
3.38844156139199e+03	(4.61090157842486e+01dB,-8.82534042039251e+01°)
3.46736850452528e+03	(4.59140522277856e+01dB,-8.82361697381899e+01°)
3.54813389233572e+03	(4.57192544587463e+01dB,-8.82191283803833e+01°)
3.63078054770097e+03	(4.55246249264610e+01dB,-8.82023279726085e+01°)
3.71535229097168e+03	(4.53301658554512e+01dB,-8.81858183386460e+01°)
3.80189396320557e+03	(4.51358792213069e+01dB,-8.81696512669129e+01°)
3.89045144994276e+03	(4.49417667252234e+01dB,-8.81538804911390e+01°)
3.98107170553493e+03	(4.47478297694798e+01dB,-8.81385616335205e+01°)
4.07380277804108e+03	(4.45540694303235e+01dB,-8.81237521683510e+01°)
4.16869383470331e+03	(4.43604864323765e+01dB,-8.81095113416195e+01°)
4.26579518801588e+03	(4.41670811219710e+01dB,-8.80959000903956e+01°)
4.36515832240161e+03	(4.39738534402210e+01dB,-8.80829809499715e+01°)
4.46683592150958e+03	(4.37808028977283e+01dB,-8.80708179246345e+01°)
4.57088189614870e+03	(4.35879285476314e+01dB,-8.80594763712329e+01°)
