Freq.	V(a)
Step Information: Cl=1µ  (Step: 1/2)
4.46683592150958e+05	(3.62921005423800e+01dB,2.83592242730001e+01°)
4.57088189614870e+05	(3.59163669525932e+01dB,2.76557993175642e+01°)
4.67735141287193e+05	(3.55391257232265e+01dB,2.69648561245041e+01°)
4.78630092322633e+05	(3.51604192962925e+01dB,2.62863423497812e+01°)
4.89778819368440e+05	(3.47802893609186e+01dB,2.56202032796506e+01°)
5.01187233627266e+05	(3.43987768904176e+01dB,2.49663822204492e+01°)
5.12861383991359e+05	(3.40159221843238e+01dB,2.43248208438151e+01°)
5.24807460249766e+05	(3.36317649143160e+01dB,2.36954595074357e+01°)
5.37031796370246e+05	(3.32463441740933e+01dB,2.30782375322785e+01°)
5.49540873857618e+05	(3.28596985324607e+01dB,2.24730934438461e+01°)
5.62341325190342e+05	(3.24718660892050e+01dB,2.18799651735253e+01°)
5.75439937337150e+05	(3.20828845333482e+01dB,2.12987902134672e+01°)
5.88843655355582e+05	(3.16927912030736e+01dB,2.07295057298614e+01°)
6.02559586074350e+05	(3.13016231468698e+01dB,2.01720486274397e+01°)
6.16595001861474e+05	(3.09094171851410e+01dB,1.96263555708850e+01°)
6.30957344480185e+05	(3.05162099717692e+01dB,1.90923629566440e+01°)
6.45654229034647e+05	(3.01220380549461e+01dB,1.85700068358889e+01°)
6.60693448007588e+05	(2.97269379365994e+01dB,1.80592227874289e+01°)
6.76082975391973e+05	(2.93309461295421e+01dB,1.75599457501020e+01°)
6.91830970918928e+05	(2.89340992119536e+01dB,1.70721097990345e+01°)
7.07945784384129e+05	(2.85364338781638e+01dB,1.65956478826251e+01°)
7.24435960074981e+05	(2.81379869852226e+01dB,1.61304915113554e+01°)
7.41310241300908e+05	(2.77387955944321e+01dB,1.56765704060938e+01°)
7.58577575029174e+05	(2.73388970071515e+01dB,1.52338121081121e+01°)
7.76247116628682e+05	(2.69383287942845e+01dB,1.48021415487290e+01°)
7.94328234724271e+05	(2.65371288186287e+01dB,1.43814805920481e+01°)
8.12830516164089e+05	(2.61353352496786e+01dB,1.39717475428688e+01°)
8.31763771102660e+05	(2.57329865701412e+01dB,1.35728566362563e+01°)
8.51138038202365e+05	(2.53301215737588e+01dB,1.31847175071410e+01°)
8.70963589956069e+05	(2.49267793540522e+01dB,1.28072346434318e+01°)
8.91250938133734e+05	(2.45229992835122e+01dB,1.24403068367773e+01°)
9.12010839355898e+05	(2.41188209830518e+01dB,1.20838266327338e+01°)
9.33254300796979e+05	(2.37142842816165e+01dB,1.17376797825424e+01°)
9.54992586021423e+05	(2.33094291657692e+01dB,1.14017447137422e+01°)
9.77237220955797e+05	(2.29042957194203e+01dB,1.10758920177149e+01°)
9.99999999999986e+05	(2.24989240538106e+01dB,1.07599839680762e+01°)
1.02329299228074e+06	(2.20933542281418e+01dB,1.04538740681330e+01°)
1.04712854805089e+06	(2.16876261611624e+01dB,1.01574066463505e+01°)
1.07151930523759e+06	(2.12817795343328e+01dB,9.87041649949912e+00°)
1.09647819614317e+06	(2.08758536872872e+01dB,9.59272858733890e+00°)
1.12201845430195e+06	(2.04698875062833e+01dB,9.32415779414145e+00°)
1.14815362149687e+06	(2.00639193066649e+01dB,9.06450875273711e+00°)
1.17489755493951e+06	(1.96579867102646e+01dB,8.81357574469262e+00°)
1.20226443461740e+06	(1.92521265189158e+01dB,8.57114267550600e+00°)
1.23026877081236e+06	(1.88463745852718e+01dB,8.33698312871873e+00°)
1.25892541179415e+06	(1.84407656821662e+01dB,8.11086050470803e+00°)
1.28824955169312e+06	(1.80353333718651e+01dB,7.89252824371871e+00°)
1.31825673855639e+06	(1.76301098765775e+01dB,7.68173013188240e+00°)
1.34896288259163e+06	(1.72251259515608e+01dB,7.47820069705228e+00°)
1.38038426460287e+06	(1.68204107622742e+01dB,7.28166568261513e+00°)
1.41253754462273e+06	(1.64159917668655e+01dB,7.09184260731421e+00°)
1.44543977074591e+06	(1.60118946053939e+01dB,6.90844139887161e+00°)
1.47910838816819e+06	(1.56081429969667e+01dB,6.73116510722340e+00°)
1.51356124843619e+06	(1.52047586460996e+01dB,6.55971067892899e+00°)
1.54881661891246e+06	(1.48017611592996e+01dB,6.39376979931923e+00°)
1.58489319246109e+06	(1.43991679729242e+01dB,6.23302978796787e+00°)
1.62181009735891e+06	(1.39969942931996e+01dB,6.07717453912249e+00°)
1.65958690743754e+06	(1.35952530490709e+01dB,5.92588550717443e+00°)
1.69824365246172e+06	(1.31939548585723e+01dB,5.77884271527965e+00°)
1.73780082874935e+06	(1.27931080090685e+01dB,5.63572579049552e+00°)
1.77827941003890e+06	(1.23927184517105e+01dB,5.49621500689504e+00°)
1.81970085860996e+06	(1.19927898101796e+01dB,5.35999233227614e+00°)
1.86208713666284e+06	(1.15933234036910e+01dB,5.22674246588515e+00°)
1.90546071796322e+06	(1.11943182840401e+01dB,5.09615385864914e+00°)
1.94984459975802e+06	(1.07957712863004e+01dB,4.96791970759418e+00°)
1.99526231496885e+06	(1.03976770926801e+01dB,4.84173891257256e+00°)
2.04173794466950e+06	(1.00000283088215e+01dB,4.71731699024335e+00°)
2.08929613085401e+06	(9.60281555176473e+00dB,4.59436693582838e+00°)
2.13796208950220e+06	(9.20602754865334e+00dB,4.47261002288319e+00°)
2.18776162394952e+06	(8.80965124509597e+00dB,4.35177654168411e+00°)
2.23872113856831e+06	(8.41367192211686e+00dB,4.23160646249141e+00°)
2.29086765276774e+06	(8.01807332044711e+00dB,4.11185002453731e+00°)
2.34422881531989e+06	(7.62283777091523e+00dB,3.99226824463185e+00°)
2.39883291901946e+06	(7.22794632961441e+00dB,3.87263334449987e+00°)
2.45470891568499e+06	(6.83337891656424e+00dB,3.75272909223630e+00°)
2.51188643150954e+06	(6.43911445649032e+00dB,3.63235106022324e+00°)
2.57039578276883e+06	(6.04513102045595e+00dB,3.51130679801618e+00°)
2.63026799189534e+06	(5.65140596704834e+00dB,3.38941592112171e+00°)
2.69153480392688e+06	(5.25791608188593e+00dB,3.26651011944014e+00°)
2.75422870333813e+06	(4.86463771429639e+00dB,3.14243308650760e+00°)
2.81838293126441e+06	(4.47154691006701e+00dB,3.01704037333861e+00°)
2.88403150312656e+06	(4.07861953926005e+00dB,2.89019917263708e+00°)
2.95120922666634e+06	(3.68583141820084e+00dB,2.76178803608950e+00°)
3.01995172040197e+06	(3.29315842481688e+00dB,2.63169653256700e+00°)
3.09029543251354e+06	(2.90057660665922e+00dB,2.49982485048068e+00°)
3.16227766016833e+06	(2.50806228101138e+00dB,2.36608335249780e+00°)
3.23593656929623e+06	(2.11559212662831e+00dB,2.23039208758719e+00°)
3.31131121482586e+06	(1.72314326675582e+00dB,2.09268026752294e+00°)
3.38844156139197e+06	(1.33069334319051e+00dB,1.95288571381348e+00°)
3.46736850452526e+06	(9.38220581258086e-01dB,1.81095428160889e+00°)
3.54813389233570e+06	(5.45703845674009e-01dB,1.66683926691720e+00°)
3.63078054770096e+06	(1.53122687362111e-01dB,1.52050080269239e+00°)
3.71535229097167e+06	(-2.39542618611924e-01dB,1.37190525057396e+00°)
3.80189396320555e+06	(-6.32311043753481e-01dB,1.22102459171019e+00°)
3.89045144994275e+06	(-1.02520078519406e+00dB,1.06783582414146e+00°)
3.98107170553491e+06	(-1.41822925270988e+00dB,9.12320369001317e-01°)
4.07380277804106e+06	(-1.81141306329473e+00dB,7.54463491922594e-01°)
4.16869383470329e+06	(-2.20476804280841e+00dB,5.94253741205238e-01°)
4.26579518801586e+06	(-2.59830923422145e+00dB,4.31682407950214e-01°)
4.36515832240159e+06	(-2.99205091191793e+00dB,2.66743009296651e-01°)
4.46683592150956e+06	(-3.38600660153956e+00dB,9.94307987572541e-02°)
4.57088189614868e+06	(-3.78018910481937e+00dB,-7.02576958622698e-02°)
4.67735141287191e+06	(-4.17461052886286e+00dB,-2.42325104405707e-01°)
4.78630092322631e+06	(-4.56928231934708e+00dB,-4.16773616094482e-01°)
4.89778819368438e+06	(-4.96421529711933e+00dB,-5.93605348579932e-01°)
5.01187233627264e+06	(-5.35941969767225e+00dB,-7.72822686492684e-01°)
5.12861383991357e+06	(-5.75490521304581e+00dB,-9.54428586134016e-01°)
5.24807460249764e+06	(-6.15068103566181e+00dB,-1.13842684992133e+00°)
5.37031796370244e+06	(-6.54675590368924e+00dB,-1.32482236781282e+00°)
5.49540873857616e+06	(-6.94313814752232e+00dB,-1.51362132894093e+00°)
5.62341325190340e+06	(-7.33983573701447e+00dB,-1.70483140199354e+00°)
5.75439937337148e+06	(-7.73685632911239e+00dB,-1.89846188748932e+00°)
5.88843655355579e+06	(-8.13420731559916e+00dB,-2.09452384088764e+00°)
6.02559586074348e+06	(-8.53189587066435e+00dB,-2.29303016881653e+00°)
6.16595001861472e+06	(-8.92992899803956e+00dB,-2.49399569976541e+00°)
6.30957344480183e+06	(-9.32831357750263e+00dB,-2.69743722957388e+00°)
6.45654229034645e+06	(-9.72705641054241e+00dB,-2.90337354361099e+00°)
6.60693448007585e+06	(-1.01261642650223e+01dB,-3.11182541685928e+00°)
6.76082975391971e+06	(-1.05256439187019e+01dB,-3.32281559250216e+00°)
6.91830970918925e+06	(-1.09255022014861e+01dB,-3.53636874135593e+00°)
7.07945784384126e+06	(-1.13257460363094e+01dB,-3.75251140159512e+00°)
7.24435960074978e+06	(-1.17263824785589e+01dB,-3.97127190171975e+00°)
7.41310241300905e+06	(-1.21274187539720e+01dB,-4.19268026624259e+00°)
7.58577575029171e+06	(-1.25288622949410e+01dB,-4.41676810606154e+00°)
7.76247116628679e+06	(-1.29307207751864e+01dB,-4.64356849385082e+00°)
7.94328234724268e+06	(-1.33330021427467e+01dB,-4.87311582546834e+00°)
8.12830516164086e+06	(-1.37357146512595e+01dB,-5.10544566813848e+00°)
8.31763771102657e+06	(-1.41388668894972e+01dB,-5.34059459619335e+00°)
8.51138038202362e+06	(-1.45424678091318e+01dB,-5.57860001451682e+00°)
8.70963589956066e+06	(-1.49465267507057e+01dB,-5.81949997087103e+00°)
8.91250938133731e+06	(-1.53510534677715e+01dB,-6.06333295740182e+00°)
9.12010839355894e+06	(-1.57560581491814e+01dB,-6.31013770117078e+00°)
9.33254300796975e+06	(-1.61615514394870e+01dB,-6.55995294492942e+00°)
9.54992586021420e+06	(-1.65675444574134e+01dB,-6.81281721819354e+00°)
9.77237220955794e+06	(-1.69740488123626e+01dB,-7.06876859848973e+00°)
9.99999999999983e+06	(-1.73810766189003e+01dB,-7.32784446391284e+00°)
1.02329299228074e+07	(-1.77886405091655e+01dB,-7.59008123610182e+00°)
1.04712854805088e+07	(-1.81967536431349e+01dB,-7.85551411562288e+00°)
1.07151930523759e+07	(-1.86054297166793e+01dB,-8.12417680763905e+00°)
1.09647819614317e+07	(-1.90146829673159e+01dB,-8.39610124069272e+00°)
1.12201845430194e+07	(-1.94245281775750e+01dB,-8.67131727696735e+00°)
1.14815362149686e+07	(-1.98349806758775e+01dB,-8.94985241522791e+00°)
1.17489755493951e+07	(-2.02460563348131e+01dB,-9.23173148690866e+00°)
1.20226443461739e+07	(-2.06577715667062e+01dB,-9.51697634505828e+00°)
1.23026877081236e+07	(-2.10701433163346e+01dB,-9.80560554762702e+00°)
1.25892541179415e+07	(-2.14831890506786e+01dB,-1.00976340348277e+01°)
1.28824955169311e+07	(-2.18969267455553e+01dB,-1.03930728014300e+01°)
1.31825673855638e+07	(-2.23113748689888e+01dB,-1.06919285652022e+01°)
1.34896288259163e+07	(-2.27265523611736e+01dB,-1.09942034318592e+01°)
1.38038426460286e+07	(-2.31424786108756e+01dB,-1.12998945574719e+01°)
1.41253754462273e+07	(-2.35591734281144e+01dB,-1.16089938097940e+01°)
1.44543977074590e+07	(-2.39766570129754e+01dB,-1.19214874295196e+01°)
1.47910838816818e+07	(-2.43949499203993e+01dB,-1.22373556929749e+01°)
1.51356124843618e+07	(-2.48140730208056e+01dB,-1.25565725774357e+01°)
1.54881661891245e+07	(-2.52340474564076e+01dB,-1.28791054313826e+01°)
1.58489319246109e+07	(-2.56548945930895e+01dB,-1.32049146509836e+01°)
1.62181009735890e+07	(-2.60766359677401e+01dB,-1.35339533650172e+01°)
1.65958690743753e+07	(-2.64992932309276e+01dB,-1.38661671305112e+01°)
1.69824365246171e+07	(-2.69228880848499e+01dB,-1.42014936413933e+01°)
1.73780082874934e+07	(-2.73474422164949e+01dB,-1.45398624524866e+01°)
1.77827941003889e+07	(-2.77729772259885e+01dB,-1.48811947216205e+01°)
1.81970085860995e+07	(-2.81995145501158e+01dB,-1.52254029730212e+01°)
1.86208713666283e+07	(-2.86270753810712e+01dB,-1.55723908840210e+01°)
1.90546071796321e+07	(-2.90556805804813e+01dB,-1.59220530991509e+01°)
1.94984459975801e+07	(-2.94853505888361e+01dB,-1.62742750741138e+01°)
1.99526231496884e+07	(-2.99161053304686e+01dB,-1.66289329529590e+01°)
2.04173794466949e+07	(-3.03479641142936e+01dB,-1.69858934819292e+01°)
2.08929613085400e+07	(-3.07809455305565e+01dB,-1.73450139631433e+01°)
2.13796208950219e+07	(-3.12150673438944e+01dB,-1.77061422514721e+01°)
2.18776162394951e+07	(-3.16503463830810e+01dB,-1.80691167976269e+01°)
2.23872113856830e+07	(-3.20867984278617e+01dB,-1.84337667409536e+01°)
2.29086765276773e+07	(-3.25244380933559e+01dB,-1.87999120547704e+01°)
2.34422881531988e+07	(-3.29632787125662e+01dB,-1.91673637470740e+01°)
2.39883291901945e+07	(-3.34033322175744e+01dB,-1.95359241193726e+01°)
2.45470891568498e+07	(-3.38446090200736e+01dB,-1.99053870861170e+01°)
2.51188643150953e+07	(-3.42871178919397e+01dB,-2.02755385564846e+01°)
2.57039578276882e+07	(-3.47308658465869e+01dB,-2.06461568806806e+01°)
2.63026799189533e+07	(-3.51758580219072e+01dB,-2.10170133617997e+01°)
2.69153480392687e+07	(-3.56220975656357e+01dB,-2.13878728341799e+01°)
2.75422870333811e+07	(-3.60695855240162e+01dB,-2.17584943087777e+01°)
2.81838293126440e+07	(-3.65183207346736e+01dB,-2.21286316853792e+01°)
2.88403150312655e+07	(-3.69682997246238e+01dB,-2.24980345307986e+01°)
2.95120922666633e+07	(-3.74195166143661e+01dB,-2.28664489221082e+01°)
3.01995172040196e+07	(-3.78719630290009e+01dB,-2.32336183527326e+01°)
3.09029543251353e+07	(-3.83256280173285e+01dB,-2.35992846990242e+01°)
3.16227766016832e+07	(-3.87804979798463e+01dB,-2.39631892440558e+01°)
3.23593656929622e+07	(-3.92365566065594e+01dB,-2.43250737548588e+01°)
3.31131121482585e+07	(-3.96937848254721e+01dB,-2.46846816085493e+01°)
3.38844156139196e+07	(-4.01521607625776e+01dB,-2.50417589623487e+01°)
3.46736850452525e+07	(-4.06116597141166e+01dB,-2.53960559615330e+01°)
3.54813389233569e+07	(-4.10722541317963e+01dB,-2.57473279792190e+01°)
3.63078054770094e+07	(-4.15339136215834e+01dB,-2.60953368808210e+01°)
3.71535229097165e+07	(-4.19966049566006e+01dB,-2.64398523059945e+01°)
3.80189396320554e+07	(-4.24602921045463e+01dB,-2.67806529600474e+01°)
3.89045144994273e+07	(-4.29249362699551e+01dB,-2.71175279065718e+01°)
3.98107170553490e+07	(-4.33904959514970e+01dB,-2.74502778527076e+01°)
4.07380277804105e+07	(-4.38569270143885e+01dB,-2.77787164181555e+01°)
4.16869383470327e+07	(-4.43241827778558e+01dB,-2.81026713788493e+01°)
4.26579518801584e+07	(-4.47922141174582e+01dB,-2.84219858763110e+01°)
4.36515832240157e+07	(-4.52609695819381e+01dB,-2.87365195834087e+01°)
4.46683592150954e+07	(-4.57303955241217e+01dB,-2.90461498176458e+01°)
4.57088189614866e+07	(-4.62004362452561e+01dB,-2.93507725930710e+01°)
4.67735141287189e+07	(-4.66710341520265e+01dB,-2.96503036025493e+01°)
4.78630092322629e+07	(-4.71421299253550e+01dB,-2.99446791220994e+01°)
4.89778819368437e+07	(-4.76136626999704e+01dB,-3.02338568300245e+01°)
5.01187233627262e+07	(-4.80855702535856e+01dB,-3.05178165337375e+01°)
5.12861383991355e+07	(-4.85577892044328e+01dB,-3.07965607984746e+01°)
5.24807460249762e+07	(-4.90302552157882e+01dB,-3.10701154721513e+01°)
5.37031796370242e+07	(-4.95029032060331e+01dB,-3.13385301024360e+01°)
5.49540873857614e+07	(-4.99756675627321e+01dB,-3.16018782423607e+01°)
5.62341325190338e+07	(-5.04484823591416e+01dB,-3.18602576421767e+01°)
5.75439937337145e+07	(-5.09212815715386e+01dB,-3.21137903263683e+01°)
5.88843655355577e+07	(-5.13939992957366e+01dB,-3.23626225556149e+01°)
6.02559586074346e+07	(-5.18665699611598e+01dB,-3.26069246747514e+01°)
6.16595001861470e+07	(-5.23389285408825e+01dB,-3.28468908491149e+01°)
6.30957344480181e+07	(-5.28110107560803e+01dB,-3.30827386924396e+01°)
6.45654229034643e+07	(-5.32827532734149e+01dB,-3.33147087907863e+01°)
6.60693448007583e+07	(-5.37540938939691e+01dB,-3.35430641280905e+01°)
6.76082975391968e+07	(-5.42249717324452e+01dB,-3.37680894194201e+01°)
6.91830970918922e+07	(-5.46953273854884e+01dB,-3.39900903594396e+01°)
7.07945784384124e+07	(-5.51651030881175e+01dB,-3.42093927937622e+01°)
7.24435960074975e+07	(-5.56342428574109e+01dB,-3.44263418218102e+01°)
7.41310241300902e+07	(-5.61026926227581e+01dB,-3.46413008400976e+01°)
7.58577575029168e+07	(-5.65704003421507e+01dB,-3.48546505350427e+01°)
7.76247116628676e+07	(-5.70373161041591e+01dB,-3.50667878347514e+01°)
7.94328234724265e+07	(-5.75033922154121e+01dB,-3.52781248291132e+01°)
8.12830516164083e+07	(-5.79685832735592e+01dB,-3.54890876673005e+01°)
8.31763771102654e+07	(-5.84328462258473e+01dB,-3.57001154416192e+01°)
8.51138038202359e+07	(-5.88961404136022e+01dB,-3.59116590661468e+01°)
8.70963589956063e+07	(-5.93584276030206e+01dB,-3.61241801580688e+01°)
8.91250938133727e+07	(-5.98196720028096e+01dB,-3.63381499291015e+01°)
9.12010839355891e+07	(-6.02798402693072e+01dB,-3.65540480935049e+01°)
9.33254300796972e+07	(-6.07389014997944e+01dB,-3.67723617986549e+01°)
9.54992586021416e+07	(-6.11968272147902e+01dB,-3.69935845832182e+01°)
9.77237220955791e+07	(-6.16535913301494e+01dB,-3.72182153672275e+01°)
9.99999999999979e+07	(-6.21091701198305e+01dB,-3.74467574775319e+01°)
1.02329299228073e+08	(-6.25635421702058e+01dB,-3.76797177114316e+01°)
1.04712854805088e+08	(-6.30166883267879e+01dB,-3.79176054403493e+01°)
1.07151930523758e+08	(-6.34685916342363e+01dB,-3.81609317549552e+01°)
1.09647819614316e+08	(-6.39192372704824e+01dB,-3.84102086523381e+01°)
1.12201845430194e+08	(-6.43686124757742e+01dB,-3.86659482653403e+01°)
1.14815362149686e+08	(-6.48167064774120e+01dB,-3.89286621336063e+01°)
1.17489755493951e+08	(-6.52635104108905e+01dB,-3.91988605155559e+01°)
1.20226443461739e+08	(-6.57090172381254e+01dB,-3.94770517399689e+01°)
1.23026877081236e+08	(-6.61532216633843e+01dB,-3.97637415957766e+01°)
1.25892541179414e+08	(-6.65961200475053e+01dB,-4.00594327582046e+01°)
1.28824955169311e+08	(-6.70377103209267e+01dB,-4.03646242493470e+01°)
1.31825673855638e+08	(-6.74779918960193e+01dB,-4.06798109311447e+01°)
1.34896288259163e+08	(-6.79169655791660e+01dB,-4.10054830284961e+01°)
1.38038426460286e+08	(-6.83546334829987e+01dB,-4.13421256803473e+01°)
1.41253754462272e+08	(-6.87909989391715e+01dB,-4.16902185164175e+01°)
1.44543977074590e+08	(-6.92260664120193e+01dB,-4.20502352573222e+01°)
1.47910838816818e+08	(-6.96598414134320e+01dB,-4.24226433357912e+01°)
1.51356124843618e+08	(-7.00923304192486e+01dB,-4.28079035366822e+01°)
1.54881661891245e+08	(-7.05235407874636e+01dB,-4.32064696535405e+01°)
1.58489319246108e+08	(-7.09534806785249e+01dB,-4.36187881594439e+01°)
1.62181009735890e+08	(-7.13821589779889e+01dB,-4.40452978899347e+01°)
1.65958690743753e+08	(-7.18095852217901e+01dB,-4.44864297356855e+01°)
1.69824365246171e+08	(-7.22357695243763e+01dB,-4.49426063428766e+01°)
1.73780082874934e+08	(-7.26607225099510e+01dB,-4.54142418188685e+01°)
1.77827941003888e+08	(-7.30844552470572e+01dB,-4.59017414411175e+01°)
1.81970085860994e+08	(-7.35069791867306e+01dB,-4.64055013670286e+01°)
1.86208713666283e+08	(-7.39283061044414e+01dB,-4.69259083426204e+01°)
1.90546071796321e+08	(-7.43484480460299e+01dB,-4.74633394077685e+01°)
1.94984459975800e+08	(-7.47674172778405e+01dB,-4.80181615959031e+01°)
1.99526231496884e+08	(-7.51852262412336e+01dB,-4.85907316260033e+01°)
2.04173794466949e+08	(-7.56018875116487e+01dB,-4.91813955848018e+01°)
2.08929613085399e+08	(-7.60174137623761e+01dB,-4.97904885971553e+01°)
2.13796208950219e+08	(-7.64318177331700e+01dB,-5.04183344826353e+01°)
2.18776162394951e+08	(-7.68451122038215e+01dB,-5.10652453964189e+01°)
2.23872113856829e+08	(-7.72573099727895e+01dB,-5.17315214527449e+01°)
2.29086765276772e+08	(-7.76684238409525e+01dB,-5.24174503292557e+01°)
2.34422881531987e+08	(-7.80784666005331e+01dB,-5.31233068507680e+01°)
2.39883291901944e+08	(-7.84874510292052e+01dB,-5.38493525511164e+01°)
2.45470891568498e+08	(-7.88953898893722e+01dB,-5.45958352119660e+01°)
2.51188643150953e+08	(-7.93022959325641e+01dB,-5.53629883776473e+01°)
2.57039578276881e+08	(-7.97081819088745e+01dB,-5.61510308453959e+01°)
2.63026799189532e+08	(-8.01130605813123e+01dB,-5.69601661305398e+01°)
2.69153480392686e+08	(-8.05169447449099e+01dB,-5.77905819065161e+01°)
2.75422870333811e+08	(-8.09198472503817e+01dB,-5.86424494199090e+01°)
2.81838293126439e+08	(-8.13217810320866e+01dB,-5.95159228810110e+01°)
2.88403150312654e+08	(-8.17227591399965e+01dB,-6.04111388307087e+01°)
2.95120922666632e+08	(-8.21227947753277e+01dB,-6.13282154849682e+01°)
3.01995172040195e+08	(-8.25219013294358e+01dB,-6.22672520584052e+01°)
3.09029543251352e+08	(-8.29200924255233e+01dB,-6.32283280689936e+01°)
3.16227766016831e+08	(-8.33173819626542e+01dB,-6.42115026262008e+01°)
3.23593656929621e+08	(-8.37137841615106e+01dB,-6.52168137053938e+01°)
3.31131121482584e+08	(-8.41093136112704e+01dB,-6.62442774116520e+01°)
3.38844156139195e+08	(-8.45039853169270e+01dB,-6.72938872366319e+01°)
3.46736850452524e+08	(-8.48978147463142e+01dB,-6.83656133125289e+01°)
3.54813389233568e+08	(-8.52908178760436e+01dB,-6.94594016675773e+01°)
3.63078054770093e+08	(-8.56830112355099e+01dB,-7.05751734879946e+01°)
3.71535229097164e+08	(-8.60744119480670e+01dB,-7.17128243916367e+01°)
3.80189396320553e+08	(-8.64650377684376e+01dB,-7.28722237190807e+01°)
3.89045144994272e+08	(-8.68549071153770e+01dB,-7.40532138481740e+01°)
3.98107170553488e+08	(-8.72440390985844e+01dB,-7.52556095384998e+01°)
4.07380277804103e+08	(-8.76324535388337e+01dB,-7.64791973124692e+01°)
4.16869383470326e+08	(-8.80201709802877e+01dB,-7.77237348801526e+01°)
4.26579518801583e+08	(-8.84072126939639e+01dB,-7.89889506150555e+01°)
4.36515832240156e+08	(-8.87936006713374e+01dB,-8.02745430884218e+01°)
4.46683592150953e+08	(-8.91793576071056e+01dB,-8.15801806696562e+01°)
4.57088189614865e+08	(-8.95645068701882e+01dB,-8.29055012006359e+01°)
4.67735141287188e+08	(-8.99490724621100e+01dB,-8.42501117516282e+01°)
4.78630092322627e+08	(-9.03330789620085e+01dB,-8.56135884665190e+01°)
4.89778819368435e+08	(-9.07165514576140e+01dB,-8.69954765048624e+01°)
5.01187233627261e+08	(-9.10995154616904e+01dB,-8.83952900880427e+01°)
5.12861383991353e+08	(-9.14819968135744e+01dB,-8.98125126564476e+01°)
5.24807460249761e+08	(-9.18640215656221e+01dB,-9.12465971441191e+01°)
5.37031796370240e+08	(-9.22456158545680e+01dB,-9.26969663767471e+01°)
5.49540873857612e+08	(-9.26268057580022e+01dB,-9.41630135981425e+01°)
5.62341325190336e+08	(-9.30076171363981e+01dB,-9.56441031295260e+01°)
5.75439937337144e+08	(-9.33880754613464e+01dB,-9.71395711649630e+01°)
5.88843655355575e+08	(-9.37682056308948e+01dB,-9.86487267052108e+01°)
6.02559586074344e+08	(-9.41480317731245e+01dB,-1.00170852630992e+02°)
6.16595001861468e+08	(-9.45275770393334e+01dB,-1.01705206915399e+02°)
6.30957344480179e+08	(-9.49068633884222e+01dB,-1.03251023973688e+02°)
6.45654229034641e+08	(-9.52859113642896e+01dB,-1.04807516147141e+02°)
6.60693448007581e+08	(-9.56647398682394e+01dB,-1.06373875316148e+02°)
6.76082975391966e+08	(-9.60433659285665e+01dB,-1.07949274635908e+02°)
6.91830970918920e+08	(-9.64218044696315e+01dB,-1.09532870386530e+02°)
7.07945784384121e+08	(-9.68000680828321e+01dB,-1.11123803927621e+02°)
7.24435960074973e+08	(-9.71781668019480e+01dB,-1.12721203745779e+02°)
7.41310241300900e+08	(-9.75561078853556e+01dB,-1.14324187581889e+02°)
7.58577575029166e+08	(-9.79338956075901e+01dB,-1.15931864623641e+02°)
7.76247116628674e+08	(-9.83115310626621e+01dB,-1.17543337747378e+02°)
7.94328234724263e+08	(-9.86890119814288e+01dB,-1.19157705792293e+02°)
8.12830516164080e+08	(-9.90663325651606e+01dB,-1.20774065849065e+02°)
8.31763771102651e+08	(-9.94434833372511e+01dB,-1.22391515544395e+02°)
8.51138038202356e+08	(-9.98204510147825e+01dB,-1.24009155302523e+02°)
8.70963589956060e+08	(-1.00197218401398e+02dB,-1.25626090564750e+02°)
8.91250938133725e+08	(-1.00573764302639e+02dB,-1.27241433948226e+02°)
9.12010839355888e+08	(-1.00950063464595e+02dB,-1.28854307325810e+02°)
9.33254300796969e+08	(-1.01326086536402e+02dB,-1.30463843809745e+02°)
9.54992586021413e+08	(-1.01701800056779e+02dB,-1.32069189623020e+02°)
9.77237220955788e+08	(-1.02077166464507e+02dB,-1.33669505843833e+02°)
1.00000000000000e+09	(-1.02452144132396e+02dB,-1.35263970010281e+02°)
Step Information: Cl=15µ  (Step: 2/2)
1.00000000000000e+02	(6.06941090537189e+01dB,1.77911439995052e+02°)
1.02329299228075e+02	(6.06938419393556e+01dB,1.77862813596600e+02°)
1.04712854805090e+02	(6.06935622536392e+01dB,1.77813058125394e+02°)
1.07151930523761e+02	(6.06932694063087e+01dB,1.77762147492469e+02°)
1.09647819614318e+02	(6.06929627786739e+01dB,1.77710055017334e+02°)
1.12201845430196e+02	(6.06926417229502e+01dB,1.77656753415214e+02°)
1.14815362149688e+02	(6.06923055621681e+01dB,1.77602214783927e+02°)
1.17489755493953e+02	(6.06919535865030e+01dB,1.77546410591212e+02°)
1.20226443461741e+02	(6.06915850529315e+01dB,1.77489311661216e+02°)
1.23026877081238e+02	(6.06911991848169e+01dB,1.77430888160747e+02°)
1.25892541179417e+02	(6.06907951679142e+01dB,1.77371109586013e+02°)
1.28824955169313e+02	(6.06903721503158e+01dB,1.77309944748363e+02°)
1.31825673855641e+02	(6.06899292409359e+01dB,1.77247361760084e+02°)
1.34896288259165e+02	(6.06894655061655e+01dB,1.77183328020370e+02°)
1.38038426460288e+02	(6.06889799693238e+01dB,1.77117810200492e+02°)
1.41253754462275e+02	(6.06884716080170e+01dB,1.77050774229195e+02°)
1.44543977074593e+02	(6.06879393520323e+01dB,1.76982185277776e+02°)
1.47910838816821e+02	(6.06873820817646e+01dB,1.76912007744840e+02°)
