time	V(vo)
4.607439782295848e-04	2.687369e+00
4.607705264049254e-04	2.682617e+00
4.608002749122218e-04	2.677301e+00
4.608297285570748e-04	2.672048e+00
4.608667246047854e-04	2.665466e+00
4.609120277470540e-04	2.657428e+00
4.609673556138099e-04	2.647644e+00
4.610275566213689e-04	2.637038e+00
4.610903496178876e-04	2.626018e+00
4.611412893249435e-04	2.617110e+00
4.611866028075607e-04	2.609211e+00
4.612104195237150e-04	2.605069e+00
4.612259917762754e-04	2.602365e+00
4.612385508796517e-04	2.600186e+00
4.612462063604331e-04	2.598859e+00
4.612535812891680e-04	2.597582e+00
4.612613829674896e-04	2.596231e+00
4.612756427902013e-04	2.593764e+00
4.612771436737013e-04	2.593505e+00
4.612801454407013e-04	2.592986e+00
4.612838749976766e-04	2.592344e+00
4.612863212249239e-04	2.591928e+00
4.612866248516314e-04	2.591878e+00
4.612872321050462e-04	2.591780e+00
4.612878164305109e-04	2.591688e+00
4.612885243585565e-04	2.591578e+00
4.612893702288149e-04	2.591449e+00
4.612902485171380e-04	2.591319e+00
4.612916172361947e-04	2.591124e+00
4.612934254887277e-04	2.590882e+00
4.612968010448276e-04	2.590477e+00
4.613014759962765e-04	2.590021e+00
4.613095839772569e-04	2.589502e+00
4.613197713692620e-04	2.589264e+00
4.613289801223533e-04	2.589492e+00
4.613419511786396e-04	2.590469e+00
4.613578997865627e-04	2.592402e+00
4.613734666495707e-04	2.594877e+00
4.613845506358187e-04	2.596923e+00
4.613947970444980e-04	2.598956e+00
4.614061272933478e-04	2.601277e+00
4.614194449867872e-04	2.604053e+00
4.614334065964304e-04	2.606994e+00
4.614511582370927e-04	2.610752e+00
4.614701665236382e-04	2.614781e+00
4.614976590644169e-04	2.620602e+00
4.615350699068692e-04	2.628498e+00
4.615775385707048e-04	2.637414e+00
4.616463470554294e-04	2.651743e+00
4.617415571106867e-04	2.671350e+00
4.618415571106867e-04	2.691632e+00
4.618927116352690e-04	2.701656e+00
4.619279956541282e-04	2.707989e+00
4.619453768897000e-04	2.710429e+00
4.619589114205974e-04	2.711481e+00
4.619710207722527e-04	2.711661e+00
4.619775054726144e-04	2.711429e+00
4.619810072043285e-04	2.711180e+00
4.619830152608023e-04	2.710999e+00
4.619842484569524e-04	2.710874e+00
4.619852470696420e-04	2.710765e+00
4.619863159092791e-04	2.710642e+00
4.619875099777691e-04	2.710495e+00
4.619892239421870e-04	2.710272e+00
4.619910298283317e-04	2.710020e+00
4.619931517646476e-04	2.709701e+00
4.619956647292458e-04	2.709295e+00
4.619986595358493e-04	2.708781e+00
4.620025555838205e-04	2.708089e+00
4.620048983853556e-04	2.707669e+00
4.620077382896233e-04	2.707158e+00
4.620108140963613e-04	2.706605e+00
4.620138475583419e-04	2.706061e+00
4.620178728693297e-04	2.705338e+00
4.620228767051229e-04	2.704439e+00
4.620279539397896e-04	2.703528e+00
4.620358625725822e-04	2.702107e+00
4.620419697480233e-04	2.701010e+00
4.620482489806465e-04	2.699880e+00
4.620530293568428e-04	2.699020e+00
4.620581239299465e-04	2.698104e+00
4.620635276304766e-04	2.697132e+00
4.620720119909483e-04	2.695607e+00
4.620800342892319e-04	2.694165e+00
4.620892653945134e-04	2.692508e+00
4.621044646013594e-04	2.689781e+00
4.621203296943104e-04	2.686937e+00
4.621505025841933e-04	2.681538e+00
4.621777635600535e-04	2.676667e+00
4.622080335521814e-04	2.671271e+00
4.622455362960676e-04	2.664601e+00
4.622910148846886e-04	2.656535e+00
4.623469511358147e-04	2.646646e+00
4.624058738755956e-04	2.636269e+00
4.624688608763951e-04	2.625217e+00
4.625163460350837e-04	2.616915e+00
4.625589009508075e-04	2.609497e+00
4.625811540535933e-04	2.605626e+00
4.625970483666484e-04	2.602865e+00
4.626123000613555e-04	2.600219e+00
4.626193769210078e-04	2.598993e+00
4.626264138017265e-04	2.597774e+00
4.626348746213204e-04	2.596309e+00
4.626517962605081e-04	2.593382e+00
4.626527143879021e-04	2.593223e+00
4.626545506426901e-04	2.592906e+00
4.626582231522662e-04	2.592275e+00
4.626603017770072e-04	2.591923e+00
4.626605070224613e-04	2.591890e+00
4.626609175133696e-04	2.591824e+00
4.626617384951860e-04	2.591695e+00
4.626626812663081e-04	2.591550e+00
4.626636619412672e-04	2.591403e+00
4.626656232911853e-04	2.591129e+00
4.626695459910216e-04	2.590645e+00
4.626762609331386e-04	2.589990e+00
4.626844339687193e-04	2.589484e+00
4.626936111698933e-04	2.589297e+00
4.627024800705272e-04	2.589490e+00
4.627111552073529e-04	2.590043e+00
4.627229072249613e-04	2.591239e+00
4.627338215788781e-04	2.592724e+00
4.627464505547200e-04	2.594799e+00
4.627556102294287e-04	2.596485e+00
4.627647651385575e-04	2.598284e+00
4.627741214493309e-04	2.600183e+00
4.627865772313468e-04	2.602762e+00
4.628003592707476e-04	2.605654e+00
4.628191326700979e-04	2.609622e+00
4.628383663768217e-04	2.613698e+00
4.628614530957298e-04	2.618588e+00
4.629001836033981e-04	2.626770e+00
4.629409611870484e-04	2.635342e+00
4.630057726207610e-04	2.648864e+00
4.630910569959116e-04	2.666477e+00
4.631910569959116e-04	2.686881e+00
4.632428831452601e-04	2.697264e+00
4.632791251517220e-04	2.704265e+00
4.633022312079057e-04	2.708427e+00
4.633137394039131e-04	2.710197e+00
4.633244441880153e-04	2.711430e+00
4.633328660247141e-04	2.712063e+00
4.633374036541763e-04	2.712246e+00
4.633401509811099e-04	2.712291e+00
4.633418488593751e-04	2.712292e+00
4.633430784781172e-04	2.712282e+00
4.633441503610702e-04	2.712264e+00
4.633452641087438e-04	2.712239e+00
4.633464788186202e-04	2.712201e+00
4.633483091189113e-04	2.712126e+00
4.633510266789561e-04	2.711977e+00
4.633545479191066e-04	2.711716e+00
4.633597508766460e-04	2.711195e+00
4.633662320367650e-04	2.710346e+00
4.633742494333239e-04	2.709068e+00
4.633814327094363e-04	2.707808e+00
4.633853419987070e-04	2.707106e+00
4.633898949947697e-04	2.706288e+00
4.633940732340829e-04	2.705538e+00
4.634024297127091e-04	2.704037e+00
4.634116061073321e-04	2.702389e+00
4.634186687591274e-04	2.701119e+00
4.634239104434022e-04	2.700176e+00
4.634296137510009e-04	2.699150e+00
4.634376090692286e-04	2.697711e+00
4.634465058681427e-04	2.696112e+00
4.634542394199194e-04	2.694722e+00
4.634642985147679e-04	2.692915e+00
4.634780661451942e-04	2.690444e+00
4.634922658220627e-04	2.687899e+00
4.635206651757999e-04	2.682814e+00
4.635486554774083e-04	2.677812e+00
4.635825510476330e-04	2.671767e+00
4.636140656567393e-04	2.666161e+00
4.636770948749518e-04	2.654981e+00
4.637248728036233e-04	2.646534e+00
4.637754572643422e-04	2.637625e+00
4.638376989390325e-04	2.626700e+00
4.638878464522740e-04	2.617927e+00
4.639262948512703e-04	2.611221e+00
4.639492076884841e-04	2.607233e+00
4.639691005131112e-04	2.603777e+00
4.639832502091824e-04	2.601321e+00
4.639904976051838e-04	2.600064e+00
4.639980821299524e-04	2.598750e+00
4.640062846315639e-04	2.597329e+00
4.640226896347868e-04	2.594490e+00
4.640230801948726e-04	2.594423e+00
4.640238613150443e-04	2.594287e+00
4.640254235553878e-04	2.594017e+00
4.640276264927740e-04	2.593636e+00
4.640308061933027e-04	2.593087e+00
4.640337746790640e-04	2.592580e+00
4.640355699068709e-04	2.592284e+00
4.640366045283130e-04	2.592120e+00
4.640371387022378e-04	2.592038e+00
4.640374515006816e-04	2.591990e+00
4.640377313806995e-04	2.591948e+00
4.640377694752831e-04	2.591942e+00
4.640378456644504e-04	2.591931e+00
4.640379809849065e-04	2.591910e+00
4.640381220976749e-04	2.591890e+00
4.640383720963199e-04	2.591853e+00
4.640387692841848e-04	2.591795e+00
4.640394224858560e-04	2.591702e+00
4.640406385047074e-04	2.591534e+00
4.640427815475774e-04	2.591259e+00
4.640464465999388e-04	2.590852e+00
4.640536296721694e-04	2.590256e+00
4.640626256574419e-04	2.589840e+00
4.640717415638133e-04	2.589857e+00
4.640856525861232e-04	2.590653e+00
4.641043776377277e-04	2.592754e+00
4.641247012714303e-04	2.595958e+00
4.641379556023780e-04	2.598438e+00
4.641501218310035e-04	2.600893e+00
4.641643506007259e-04	2.603842e+00
4.641767971484496e-04	2.606455e+00
4.641895533760013e-04	2.609152e+00
4.642033508192810e-04	2.612075e+00
4.642159615556941e-04	2.614749e+00
4.642329259989213e-04	2.618343e+00
4.642549724535463e-04	2.623006e+00
4.642859485812962e-04	2.629533e+00
4.643437864713465e-04	2.641651e+00
4.644184750600881e-04	2.657160e+00
4.645184750600881e-04	2.677678e+00
4.646040244038192e-04	2.694933e+00
4.646483538546578e-04	2.703473e+00
4.646807980980612e-04	2.709086e+00
4.646942341720582e-04	2.710827e+00
4.647074483218975e-04	2.711690e+00
4.647201670610070e-04	2.711735e+00
4.647267977961173e-04	2.711413e+00
4.647305241827205e-04	2.711096e+00
4.647325282850673e-04	2.710886e+00
4.647338032864476e-04	2.710739e+00
4.647346992689052e-04	2.710629e+00
4.647356601912548e-04	2.710505e+00
4.647365518911458e-04	2.710385e+00
4.647380306477390e-04	2.710176e+00
4.647398078489974e-04	2.709909e+00
4.647421860507059e-04	2.709527e+00
4.647454346581708e-04	2.708972e+00
4.647501138387775e-04	2.708142e+00
4.647526809819509e-04	2.707682e+00
4.647558992571325e-04	2.707103e+00
4.647594045381479e-04	2.706474e+00
4.647642562906647e-04	2.705602e+00
4.647694955570191e-04	2.704662e+00
4.647799740897277e-04	2.702780e+00
4.647879658634116e-04	2.701344e+00
4.647968627785923e-04	2.699744e+00
4.648012369518147e-04	2.698956e+00
4.648055793200241e-04	2.698175e+00
4.648100672248045e-04	2.697368e+00
4.648151324561807e-04	2.696457e+00
4.648226552292073e-04	2.695105e+00
4.648311451726510e-04	2.693580e+00
4.648403395634161e-04	2.691930e+00
4.648545746929492e-04	2.689376e+00
4.648780312526196e-04	2.685174e+00
4.649095127437387e-04	2.679543e+00
4.649390113122481e-04	2.674278e+00
4.649664409577801e-04	2.669393e+00
4.650213002488441e-04	2.659647e+00
4.650588975931152e-04	2.652987e+00
4.651097578828343e-04	2.644009e+00
4.651776222941570e-04	2.632074e+00
4.652437026303574e-04	2.620496e+00
4.652832636125204e-04	2.613588e+00
4.653119103513778e-04	2.608598e+00
4.653300984421890e-04	2.605436e+00
4.653429133046504e-04	2.603210e+00
4.653568379717782e-04	2.600794e+00
4.653656000458783e-04	2.599275e+00
4.653741541579869e-04	2.597793e+00
4.653854608129069e-04	2.595836e+00
4.653963585478528e-04	2.593951e+00
4.653979066422903e-04	2.593683e+00
4.654010028311653e-04	2.593148e+00
4.654040558309878e-04	2.592622e+00
4.654062735717586e-04	2.592243e+00
4.654064615664508e-04	2.592212e+00
4.654068375558351e-04	2.592150e+00
4.654072263846673e-04	2.592088e+00
4.654076308072307e-04	2.592023e+00
4.654080498548553e-04	2.591956e+00
4.654085993165623e-04	2.591871e+00
4.654096982399764e-04	2.591705e+00
4.654118960868045e-04	2.591391e+00
4.654146542602514e-04	2.591033e+00
4.654201706071451e-04	2.590433e+00
4.654263802396985e-04	2.589932e+00
4.654342465636144e-04	2.589583e+00
4.654431532352103e-04	2.589582e+00
4.654560762499266e-04	2.590207e+00
4.654692328158717e-04	2.591476e+00
4.654840926754446e-04	2.593555e+00
4.654990242019308e-04	2.596118e+00
4.655099550973354e-04	2.598213e+00
4.655199485202097e-04	2.600233e+00
4.655347626038785e-04	2.603299e+00
4.655484264199278e-04	2.606165e+00
4.655608715235336e-04	2.608795e+00
4.655767010956078e-04	2.612149e+00
4.655919030651612e-04	2.615372e+00
4.656133921216007e-04	2.619922e+00
4.656463786329042e-04	2.626886e+00
4.656948277336095e-04	2.637064e+00
4.657553611190942e-04	2.649681e+00
4.658543237972329e-04	2.670079e+00
4.659543237972329e-04	2.690389e+00
4.660079149875753e-04	2.700961e+00
4.660396014297406e-04	2.706824e+00
4.660553491830262e-04	2.709350e+00
4.660654502397639e-04	2.710582e+00
4.660740428105724e-04	2.711263e+00
4.660804271066743e-04	2.711501e+00
4.660871419087568e-04	2.711483e+00
